AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164","Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168","Current Mercantile
6169"
112011103.0,Bermudian Springs SD,Adams,3999485.86,,36950.1,3962535.76,36950.1,,,,,,3714884.76,,247426.13,224.87,,,,,0.0,,,,,,,,
112011603.0,Conewago Valley SD,Adams,6640954.090000001,,147869.16,6493084.930000001,88528.1,,59341.06,,,,6020512.48,,426608.42,45964.03,,,,,0.0,,,,,,,,
112013054.0,Fairfield Area SD,Adams,2773549.37,,0.0,2773549.37,,,,,,,2604098.93,,147414.1,22036.34,,,,,0.0,,,,,,,,
112013753.0,Gettysburg Area SD,Adams,7806836.54,,90509.88,7716326.66,,,90509.88,,,,6473178.46,,815591.92,427556.28,,,,,0.0,,,,,,,,
112015203.0,Littlestown Area SD,Adams,3445180.15,,64971.38,3380208.77,43660.95,,21310.43,,,,1800326.8,1286917.24,292964.73,,,,,,0.0,,,,,,,,
112018523.0,Upper Adams SD,Adams,2731101.46,,94272.76999999999,2636828.69,33724.7,,60548.07,,,,2504152.16,,132676.53,,,,,,0.0,,,,,,,,
103020603.0,Allegheny Valley SD,Allegheny,1257948.43,,41111.17,1216837.26,,,41111.17,,,,1063878.49,,152958.77,,,,,,0.0,,,,,,,,
103020753.0,Avonworth SD,Allegheny,3067988.23,,14788.15,3053200.08,,,14788.15,,,,2468279.0,,584921.08,,,,,,0.0,,,,,,,,
103021102.0,Baldwin-Whitehall SD,Allegheny,4934484.000000001,,33294.48,4901189.5200000005,,,33294.48,,,,4402860.11,,498329.41,,,,,,0.0,,,,,,,,
103021252.0,Bethel Park SD,Allegheny,5405598.800000001,,5000.0,5400598.800000001,,,,,5000.0,,4800509.36,,600089.44,,,,,,0.0,,,,,,,,
103021453.0,Brentwood Borough SD,Allegheny,1190545.4300000002,,8882.28,1181663.1500000001,,,8882.28,,,,1079887.82,,101775.33,,,,,,0.0,,,,,,,,
103021603.0,Carlynton SD,Allegheny,2108979.9899999998,,0.0,2108979.9899999998,,,,,,,1845402.7,,263577.29,,,,,,0.0,,,,,,,,
103021752.0,Chartiers Valley SD,Allegheny,6024151.63,,71204.12,5952947.51,,,71204.12,,,,4809397.95,,632370.63,,,,511178.93,,0.0,,,,,,,,
103021903.0,Clairton City SD,Allegheny,610746.0,,8546.0,602200.0,,,8546.0,,,,460640.0,,16305.0,,101390.0,,23865.0,,0.0,,,,,,,,
103022103.0,Cornell SD,Allegheny,774826.0,,22824.0,752002.0,,,22824.0,,,,644359.0,,107643.0,,,,,,0.0,,,,,,,,
103022253.0,Deer Lakes SD,Allegheny,2097237.39,,64531.880000000005,2032705.51,35267.04,,29264.84,,,,1719364.71,,313340.8,,,,,,0.0,,,,,,,,
103022503.0,Duquesne City SD,Allegheny,274884.53,,6578.28,268306.25,,,6578.28,,,,260385.65,,7920.6,,,,,,0.0,,,,,,,,
103022803.0,East Allegheny SD,Allegheny,1765417.28,,23628.72,1741788.56,,,23628.72,,,,1296609.87,,106978.67,,112000.04,3824.4,222375.58,,0.0,,,,,,,,
103023153.0,Elizabeth Forward SD,Allegheny,2219823.5,,45979.39,2173844.11,,,45979.39,,,,2040482.43,,133361.68,,,,,,0.0,,,,,,,,
103023912.0,Fox Chapel Area SD,Allegheny,8196022.159999999,,95599.38,8100422.779999999,,,95599.38,,,,7098779.64,,1001643.14,,,,,,0.0,,,,,,,,
103024102.0,Gateway SD,Allegheny,5844662.36,,123322.51,5721339.850000001,,,123322.51,,,,3780894.55,,520678.69,,,,1419766.61,,0.0,,,,,,,,
103024603.0,Hampton Township SD,Allegheny,4292532.59,,0.0,4292532.59,,,,,,,3857513.39,,435019.2,,,,,,0.0,,,,,,,,
103024753.0,Highlands SD,Allegheny,2076450.3099999998,,88181.39,1988268.92,54738.22,,33443.17,,,,1834128.88,,154140.04,,,,,,0.0,,,,,,,,
103025002.0,Keystone Oaks SD,Allegheny,3433427.81,,57514.65,3375913.16,,,57514.65,,,,2826016.94,,549896.22,,,,,,0.0,,,,,,,,
103026002.0,McKeesport Area SD,Allegheny,2632479.0,,48537.0,2583942.0,,,48023.0,,,514.0,2066292.0,,168358.0,,206072.0,,143220.0,,0.0,,,,,,,,
103026303.0,Montour SD,Allegheny,5320330.23,,0.0,5320330.23,,,,,,,4398255.58,,922074.65,,,,,,0.0,,,,,,,,
103026343.0,Moon Area SD,Allegheny,5465191.48,,91442.88,5373748.600000001,,,91442.88,,,,4542952.49,,823408.62,7387.49,,,,,0.0,,,,,,,,
103026402.0,Mt Lebanon SD,Allegheny,8201224.55,,46434.58,8154789.97,,,46434.58,,,,7254652.83,,900137.14,,,,,,0.0,,,,,,,,
103026852.0,North Allegheny SD,Allegheny,14228920.2,,174029.83,14054890.37,174029.83,,,,,,12081104.53,,1973785.84,,,,,,0.0,,,,,,,,
103026902.0,North Hills SD,Allegheny,7648183.1,,73669.46,7574513.64,,,73669.46,,,,5496317.26,,778575.16,3786.95,434834.47,,860999.8,,0.0,,,,,,,,
103026873.0,Northgate SD,Allegheny,1572595.0,,31521.0,1541074.0,20225.0,,11296.0,,,,1406541.0,,134533.0,,,,,,0.0,,,,,,,,
103027352.0,Penn Hills SD,Allegheny,4883273.05,,35990.85,4847282.2,,,35990.85,,,,3877971.09,,326415.15,,10161.47,,632734.49,,0.0,,,,,,,,
103021003.0,Pine-Richland SD,Allegheny,7794774.449999999,,73758.6,7721015.85,73758.6,,,,,,6536641.72,,1184374.13,,,,,,0.0,,,,,,,,
102027451.0,Pittsburgh SD,Allegheny,122292907.44,,0.0,0.0,,,,,,,,,,,,,,,122292907.44,110250649.72,,,,,,12042257.72,
103027503.0,Plum Borough SD,Allegheny,4031341.14,,96070.87,3935270.27,64181.6,,31889.27,,,,3659747.48,,275522.79,,,,,,0.0,,,,,,,,
103027753.0,Quaker Valley SD,Allegheny,4814123.0,,36068.0,4778055.0,36068.0,,,,,,4036186.0,,741869.0,,,,,,0.0,,,,,,,,
103028203.0,Riverview SD,Allegheny,1330564.65,,22728.95,1307835.7,,,22728.95,,,,1140453.75,,167381.95,,,,,,0.0,,,,,,,,
103028302.0,Shaler Area SD,Allegheny,5480855.699999999,,32147.84,5448707.859999999,,,32147.84,,,,4966310.8,,482397.06,,,,,,0.0,,,,,,,,
103028653.0,South Allegheny SD,Allegheny,1095949.93,,0.0,1095949.93,,,,,,,1029871.33,,66078.6,,,,,,0.0,,,,,,,,
103028703.0,South Fayette Township SD,Allegheny,3711994.6,,68925.84,3643068.7600000002,42534.46,,26391.38,,,,2959965.08,,683103.68,,,,,,0.0,,,,,,,,
103028753.0,South Park SD,Allegheny,2185710.92,,52977.03,2132733.89,37957.59,,15019.44,,,,1905011.87,,200172.02,27550.0,,,,,0.0,,,,,,,,
103028833.0,Steel Valley SD,Allegheny,1799014.02,,37286.25,1761727.77,,,37286.25,,,,1531677.3,,179534.21,50516.26,,,,,0.0,,,,,,,,
103028853.0,Sto-Rox SD,Allegheny,972676.2500000001,,17239.81,955436.4400000001,,,17239.81,,,,816829.3,,78124.42,,,,60482.72,,0.0,,,,,,,,
103029203.0,Upper Saint Clair SD,Allegheny,6037182.09,,0.0,6037182.09,,,,,,,5014249.27,,712225.91,,,,310706.91,,0.0,,,,,,,,
103029403.0,West Allegheny SD,Allegheny,5560538.16,,1108484.95,4452053.21,,,124880.68,,,983604.27,3516343.72,,935709.49,,,,,,0.0,,,,,,,,
103029553.0,West Jefferson Hills SD,Allegheny,5692546.0600000005,,41723.32,5650822.74,,,41723.32,,,,3067228.6,,340982.88,,1748258.74,,494352.52,,0.0,,,,,,,,
103029603.0,West Mifflin Area SD,Allegheny,3925588.8,,77712.59,3847876.21,,,77712.59,,,,2110935.13,,260439.87,380653.5,543743.3,,552104.41,,0.0,,,,,,,,
103029803.0,Wilkinsburg Borough SD,Allegheny,1557361.4800000002,,16107.81,1541253.6700000002,,,16107.81,,,,1420993.31,,120260.36,,,,,,0.0,,,,,,,,
103029902.0,Woodland Hills SD,Allegheny,5933124.2,,0.0,5933124.2,,,,,,,5032817.7,,900306.5,,,,,,0.0,,,,,,,,
128030603.0,Apollo-Ridge SD,Armstrong,786490.8300000001,,28672.03,757818.8,19182.7,,9489.33,,,,639278.28,,118540.52,,,,,,0.0,,,,,,,,
128030852.0,Armstrong SD,Armstrong,4049371.6,,0.0,4049371.6,,,,,,,3784180.65,,265190.95,,,,,,0.0,,,,,,,,
128033053.0,Freeport Area SD,Armstrong,1818398.3,,17044.78,1801353.52,,,17044.78,,,,1595069.1,,206284.42,,,,,,0.0,,,,,,,,
