Cat,AUN,LEA Name,County,Total Revenue,"Local Taxes
(6111-6400)","Local Other
(6500-6999)","Total Local Revenue
6000 ",Local % of Total Revenue,"Total State Revenue
7000",State % of Total Revenue,"Total Federal Revenue
8000",Federal % of Total Revenue,"Total Other Revenue
9000",Other % of Total Revenue
1.0,124156703.0,Oxford Area SD,Chester,63330486.8,36581276.660000004,1349536.76,37930813.42,0.5989,24282546.32,0.3834,1116827.06,0.0176,300.0,0.0
1.0,124157203.0,Phoenixville Area SD,Chester,86276015.2,67441069.59,1507513.85,68948583.44,0.7992,16678870.84,0.1933,648560.92,0.0075,,0.0
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,131103779.0,106963772.0,2551895.0,109515667.0,0.8353,21100979.0,0.1609,487133.0,0.0037,,0.0
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,84466736.88,65954813.66,1336462.69,67291276.35,0.7967,14718244.96,0.1742,183508.93,0.0022,2273706.64,0.0269
1.0,124159002.0,West Chester Area SD,Chester,235401340.35,188813216.29,3474341.1199999996,192287557.41,0.8168,41156643.55,0.1748,1957139.39,0.0083,,0.0
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,14997088.13,3682652.9799999995,647055.5499999999,4329708.53,0.2887,9355612.55,0.6238,1311767.05,0.0875,,0.0
1.0,106161203.0,Clarion Area SD,Clarion,13168890.81,7610849.15,456142.39,8066991.54,0.6126,4971747.49,0.3775,130151.78,0.0099,,0.0
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,14467234.9,5206098.97,260798.21999999997,5466897.19,0.3779,8583822.26,0.5933,410338.7,0.0284,6176.75,0.0004
1.0,106166503.0,Keystone  SD,Clarion,15955819.87,4511649.94,395866.41000000003,4907516.35,0.3076,10712736.11,0.6714,335567.41,0.021,,0.0
1.0,106167504.0,North Clarion County SD,Clarion,8985234.17,2771900.8000000003,204831.75,2976732.55,0.3313,5755186.47,0.6405,253315.15,0.0282,,0.0
1.0,106168003.0,Redbank Valley SD,Clarion,17000294.96,3055166.3600000003,570413.53,3625579.89,0.2133,12953709.02,0.762,341211.05,0.0201,79795.0,0.0047
1.0,106169003.0,Union SD,Clarion,10916624.13,2119113.47,343746.70000000007,2462860.17,0.2256,8181654.9,0.7495,272109.06,0.0249,,0.0
1.0,110171003.0,Clearfield Area SD,Clearfield,49070835.5,14372171.110000001,1073149.49,15445320.6,0.3148,22967263.73,0.468,1169326.87,0.0238,9488924.3,0.1934
1.0,110171803.0,Curwensville Area SD,Clearfield,17782934.73,4084376.13,341645.83,4426021.96,0.2489,12620634.5,0.7097,736278.27,0.0414,,0.0
1.0,106172003.0,Dubois Area SD,Clearfield,57042336.81,24431676.259999998,1919441.7800000003,26351118.04,0.462,29273983.96,0.5132,1417234.81,0.0248,,0.0
1.0,110173003.0,Glendale SD,Clearfield,12926875.85,2874819.2199999997,303926.54000000004,3178745.76,0.2459,8799905.78,0.6807,948224.31,0.0734,,0.0
1.0,110173504.0,Harmony Area SD,Clearfield,6849034.81,1184498.0,96260.04,1280758.04,0.187,4711277.32,0.6879,856999.45,0.1251,,0.0
1.0,110175003.0,Moshannon Valley SD,Clearfield,14806107.29,3422895.460000001,322359.52,3745254.98,0.253,10681253.3,0.7214,376242.81,0.0254,3356.2,0.0002
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,31378852.19,10657115.360000001,671463.96,11328579.32,0.361,18786367.04,0.5987,1263905.83,0.0403,,0.0
1.0,110179003.0,West Branch Area SD,Clearfield,17287269.66,4744908.07,534124.38,5279032.45,0.3054,11384037.66,0.6585,624199.55,0.0361,,0.0
1.0,110183602.0,Keystone Central SD,Clinton,72315584.08,29972683.869999997,1398370.6700000004,31371054.54,0.4338,38597799.8,0.5337,2346729.74,0.0325,,0.0
1.0,116191004.0,Benton Area SD,Columbia,15330631.89,5700187.24,316003.94999999995,6016191.19,0.3924,5705825.57,0.3722,230414.22,0.015,3378200.91,0.2204
1.0,116191103.0,Berwick Area SD,Columbia,46289197.98,18275408.64,1047488.98,19322897.62,0.4174,25685891.68,0.5549,1280358.68,0.0277,50.0,0.0
1.0,116191203.0,Bloomsburg Area SD,Columbia,24453967.11,13553708.849999998,546689.61,14100398.46,0.5766,9828182.99,0.4019,525385.66,0.0215,,0.0
1.0,116191503.0,Central Columbia SD,Columbia,40440948.32,16891833.82,682873.59,17574707.41,0.4346,12487459.3,0.3088,380829.61,0.0094,9997952.0,0.2472
1.0,116195004.0,Millville Area SD,Columbia,13040941.0,5280199.0,374656.0,5654855.0,0.4336,6589222.0,0.5053,250755.0,0.0192,546109.0,0.0419
1.0,116197503.0,Southern Columbia Area SD,Columbia,20919688.2,11448955.64,402632.42999999993,11851588.07,0.5665,8702770.04,0.416,364180.09,0.0174,1150.0,0.0001
1.0,105201033.0,Conneaut SD,Crawford,37718832.0,15611209.0,684107.0,16295316.0,0.432,20418948.0,0.5413,993754.0,0.0263,10814.0,0.0003
1.0,105201352.0,Crawford Central SD,Crawford,59213474.3,24865075.590000004,2056271.18,26921346.77,0.4546,30317013.87,0.512,1975113.66,0.0334,,0.0
1.0,105204703.0,Penncrest SD,Crawford,50896785.73,15104817.170000004,2859394.88,17964212.05,0.353,30839775.17,0.6059,2092798.51,0.0411,,0.0
1.0,115210503.0,Big Spring SD,Cumberland,48126573.25,28167988.650000006,1154681.76,29322670.41,0.6093,18179144.71,0.3777,624758.13,0.013,,0.0
1.0,115211003.0,Camp Hill SD,Cumberland,21820890.14,16639278.559999999,976238.3500000001,17615516.91,0.8073,4072436.21,0.1866,132937.02,0.0061,,0.0
1.0,115211103.0,Carlisle Area SD,Cumberland,81399966.65,51220719.32000001,1729791.5099999998,52950510.83,0.6505,26407548.17,0.3244,2040394.65,0.0251,1513.0,0.0
1.0,115211603.0,Cumberland Valley SD,Cumberland,124746837.0,92818537.0,2439926.0,95258463.0,0.7636,28506353.0,0.2285,970548.0,0.0078,11473.0,0.0001
1.0,115212503.0,East Pennsboro Area SD,Cumberland,40172471.86,26879223.86,1036045.6,27915269.46,0.6949,11877526.83,0.2957,379675.57,0.0095,,0.0
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,64324860.45,45131199.08,2557352.98,47688552.06,0.7414,16033460.85,0.2493,602847.54,0.0094,,0.0
1.0,115218003.0,Shippensburg Area SD,Cumberland,47972457.59,26788561.459999997,1031636.8,27820198.26,0.5799,18927675.88,0.3946,1224583.45,0.0255,,0.0
1.0,115218303.0,South Middleton SD,Cumberland,33926940.77,22723071.180000003,856302.87,23579374.05,0.695,10098529.89,0.2977,249036.83,0.0073,,0.0
1.0,115221402.0,Central Dauphin SD,Dauphin,183594106.69,128699888.72,6364389.57,135064278.29,0.7357,45612143.31,0.2484,2640464.55,0.0144,277220.54,0.0015
1.0,115221753.0,Derry Township SD,Dauphin,60880813.32,46297734.639999986,1187226.91,47484961.55,0.78,10825997.55,0.1778,527048.12,0.0087,2042806.1,0.0336
1.0,115222504.0,Halifax Area SD,Dauphin,20520772.92,9391498.459999999,496706.7100000001,9888205.17,0.4819,9939909.99,0.4844,336134.42,0.0164,356523.34,0.0174
1.0,115222752.0,Harrisburg City SD,Dauphin,146579561.78,51631321.36,5458999.0600000005,57090320.42,0.3895,77327631.66,0.5275,12161609.7,0.083,,0.0
1.0,115224003.0,Lower Dauphin SD,Dauphin,60028731.14,37260832.55,1344688.3499999999,38605520.9,0.6431,20903964.91,0.3482,519245.33,0.0086,,0.0
1.0,115226003.0,Middletown Area SD,Dauphin,45966148.57,27976895.439999998,1624423.73,29601319.17,0.644,15465674.65,0.3365,763786.15,0.0166,135368.6,0.0029
1.0,115226103.0,Millersburg Area SD,Dauphin,14306444.96,6809220.24,875110.7200000001,7684330.96,0.5371,6431768.92,0.4496,190345.08,0.0133,,0.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,21101348.0,6377528.0,1202418.0,7579946.0,0.3592,12521138.0,0.5934,994250.0,0.0471,6014.0,0.0003
1.0,115228303.0,Susquehanna Township SD,Dauphin,52625949.61,36622003.9,767358.33,37389362.23,0.7105,10491441.84,0.1994,503145.54,0.0096,4242000.0,0.0806
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,19590759.32,8877730.02,378285.55999999994,9256015.58,0.4725,9709770.32,0.4956,432743.42,0.0221,192230.0,0.0098
1.0,125231232.0,Chester-Upland SD,Delaware,137054528.84,20134686.36,1004773.8899999999,21139460.25,0.1542,95909792.65,0.6998,4960335.94,0.0362,15044940.0,0.1098
1.0,125231303.0,Chichester SD,Delaware,73258779.65,44298607.38999999,1737713.44,46036320.83,0.6284,25065168.15,0.3421,2117715.27,0.0289,39575.4,0.0005
1.0,125234103.0,Garnet Valley SD,Delaware,99363952.01,78675857.41,2622411.91,81298269.32,0.8182,17516515.43,0.1763,549167.26,0.0055,,0.0
1.0,125234502.0,Haverford Township SD,Delaware,137905708.19,92977302.67999998,530816.51,93508119.19,0.6781,20076189.54,0.1456,1087789.46,0.0079,23233610.0,0.1685
1.0,125235103.0,Interboro SD,Delaware,63395540.45,38492844.10999999,1847516.9099999997,40340361.02,0.6363,21849228.91,0.3446,1205950.52,0.019,,0.0
1.0,125235502.0,Marple Newtown SD,Delaware,81242962.91,65049672.99000001,2025736.0199999998,67075409.01,0.8256,13493691.38,0.1661,673862.52,0.0083,,0.0
1.0,125236903.0,Penn-Delco SD,Delaware,58058109.4,39876499.98,982409.93,40858909.91,0.7038,16851364.41,0.2902,347835.08,0.006,,0.0
1.0,125237603.0,Radnor Township SD,Delaware,92410775.22,73943952.29,3401461.71,77345414.0,0.837,14425515.14,0.1561,634342.61,0.0069,5503.47,0.0001
1.0,125237702.0,Ridley SD,Delaware,103028292.0,70210026.0,2358227.71,72568253.71,0.7044,29456598.17,0.2859,1003440.12,0.0097,,0.0
1.0,125237903.0,Rose Tree Media SD,Delaware,89976662.94,69766072.31000002,4180624.5700000003,73946696.88,0.8218,15524519.72,0.1725,429092.6,0.0048,76353.74,0.0008
1.0,125238402.0,Southeast Delco SD,Delaware,76677958.0,37178793.0,1291463.0,38470256.0,0.5017,34336262.0,0.4478,3871190.0,0.0505,250.0,0.0
1.0,125238502.0,Springfield SD,Delaware,69892416.0,56035892.0,1223327.0,57259219.0,0.8192,12351013.0,0.1767,281184.0,0.004,1000.0,0.0
1.0,125239452.0,Upper Darby SD,Delaware,186835883.8,99012718.14,4258932.71,103271650.85,0.5527,75522941.1,0.4042,5539378.96,0.0296,2501912.89,0.0134
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,97646640.19,59102935.09,1949390.6500000001,61052325.74,0.6252,16629892.21,0.1703,235765.24,0.0024,19728657.0,0.202
1.0,125239652.0,William Penn SD,Delaware,96569829.77,46475713.3,1001833.43,47477546.73,0.4916,44530591.19,0.4611,4561691.85,0.0472,,0.0
1.0,109243503.0,Johnsonburg Area SD,Elk,10686811.56,2483014.36,218144.93,2701159.29,0.2528,7800710.46,0.7299,184941.81,0.0173,,0.0
1.0,109246003.0,Ridgway Area SD,Elk,13362020.48,4645369.609999999,528536.86,5173906.47,0.3872,8102849.22,0.6064,85264.79,0.0064,,0.0
1.0,109248003.0,Saint Marys Area SD,Elk,27102569.75,14223459.65,557343.13,14780802.78,0.5454,11787536.91,0.4349,534230.06,0.0197,,0.0
1.0,105251453.0,Corry Area SD,Erie,31610731.14,7654996.949999999,997384.88,8652381.83,0.2737,21559167.22,0.682,1399182.09,0.0443,,0.0
1.0,105252602.0,Erie City SD,Erie,187986329.0,53018445.0,6467287.0,59485732.0,0.3164,114961670.0,0.6115,13288927.0,0.0707,250000.0,0.0013
1.0,105253303.0,Fairview SD,Erie,25233800.0,17372718.0,452520.0,17825238.0,0.7064,7205117.0,0.2855,203445.0,0.0081,,0.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,31492258.07,16962604.05,724248.9700000001,17686853.02,0.5616,13182857.18,0.4186,602825.0,0.0191,19722.87,0.0006
1.0,105253903.0,General McLane SD,Erie,32301511.0,13376997.0,949370.0,14326367.0,0.4435,17556478.0,0.5435,411866.0,0.0128,6800.0,0.0002
1.0,105254053.0,Girard SD,Erie,33092584.02,9095270.930000002,626070.2999999999,9721341.23,0.2938,15507369.05,0.4686,1268873.74,0.0383,6595000.0,0.1993
1.0,105254353.0,Harbor Creek SD,Erie,33964610.92,16561887.430000002,607457.41,17169344.84,0.5055,16470758.68,0.4849,324507.4,0.0096,,0.0
1.0,105256553.0,Iroquois SD,Erie,19217370.27,5463084.05,580380.14,6043464.19,0.3145,12818829.96,0.667,343829.12,0.0179,11247.0,0.0006
1.0,105257602.0,Millcreek Township SD,Erie,97448164.07,61179362.4,3583891.47,64763253.87,0.6646,29788181.74,0.3057,1955059.08,0.0201,941669.38,0.0097
1.0,105258303.0,North East SD,Erie,33467965.03,8946912.58,390422.01,9337334.59,0.279,17540143.21,0.5241,704178.28,0.021,5886308.95,0.1759
1.0,105258503.0,Northwestern  SD,Erie,20412713.28,5023681.01,720741.99,5744423.0,0.2814,14057636.2,0.6887,610654.08,0.0299,,0.0
1.0,105259103.0,Union City Area SD,Erie,18056083.02,3225654.869999999,593110.29,3818765.16,0.2115,13819071.5,0.7653,418246.36,0.0232,,0.0
1.0,105259703.0,Wattsburg Area SD,Erie,24786468.64,10920560.760000002,751679.0,11672239.76,0.4709,11843556.19,0.4778,305965.94,0.0123,964706.75,0.0389
1.0,101260303.0,Albert Gallatin Area SD,Fayette,53023607.02,11434259.069999998,1362820.89,12797079.96,0.2413,37562154.42,0.7084,2505526.49,0.0473,158846.15,0.003
1.0,101260803.0,Brownsville Area SD,Fayette,37324818.88,6319999.470000001,496894.19999999995,6816893.67,0.1826,19276374.7,0.5164,1212745.95,0.0325,10018804.56,0.2684
1.0,101261302.0,Connellsville Area SD,Fayette,76810125.88,17849192.95,2102217.64,19951410.59,0.2597,53958605.01,0.7025,2677119.02,0.0349,222991.26,0.0029
1.0,101262903.0,Frazier SD,Fayette,19151293.29,5647596.3500000015,255675.43,5903271.78,0.3082,12034654.81,0.6284,419517.7,0.0219,793849.0,0.0415
1.0,101264003.0,Laurel Highlands SD,Fayette,48860880.69,20533897.75,1122805.82,21656703.57,0.4432,25793322.63,0.5279,1410854.49,0.0289,,0.0
1.0,101268003.0,Uniontown Area SD,Fayette,45400124.39,14947539.689999998,1161896.21,16109435.9,0.3548,27019035.52,0.5951,2270817.97,0.05,835.0,0.0
1.0,106272003.0,Forest Area SD,Forest,12016742.53,6371462.35,365440.37999999995,6736902.73,0.5606,5007882.77,0.4167,271957.03,0.0226,,0.0
1.0,112281302.0,Chambersburg Area SD,Franklin,138369622.0,78990939.0,2545934.0,81536873.0,0.5893,43113183.0,0.3116,3969566.0,0.0287,9750000.0,0.0705
1.0,112282004.0,Fannett-Metal SD,Franklin,7546239.03,3160945.9400000004,174596.63,3335542.57,0.442,3863673.28,0.512,347023.18,0.046,,0.0
1.0,112283003.0,Greencastle-Antrim SD,Franklin,41789593.49,24001049.37,1052324.37,25053373.74,0.5995,12895467.37,0.3086,1521895.38,0.0364,2318857.0,0.0555
1.0,112286003.0,Tuscarora SD,Franklin,47194477.99,19798753.37,718146.1800000002,20516899.55,0.4347,16182888.6,0.3429,494689.84,0.0105,10000000.0,0.2119
1.0,112289003.0,Waynesboro Area SD,Franklin,56168866.73,26231128.630000003,3905467.59,30136596.22,0.5365,24271009.1,0.4321,1194849.84,0.0213,566411.57,0.0101
1.0,111291304.0,Central Fulton SD,Fulton,15596369.04,5534811.9399999995,327249.97,5862061.91,0.3759,8928180.85,0.5725,806126.28,0.0517,,0.0
1.0,111292304.0,Forbes Road SD,Fulton,7216161.32,2527418.0,135727.26,2663145.26,0.3691,4419363.61,0.6124,128152.45,0.0178,5500.0,0.0008
1.0,111297504.0,Southern Fulton SD,Fulton,12352649.31,4144242.8900000006,276930.79,4421173.68,0.3579,7745334.67,0.627,186140.96,0.0151,,0.0
1.0,101301303.0,Carmichaels Area SD,Greene,16803171.67,4389409.25,441037.4,4830446.65,0.2875,11528937.67,0.6861,443787.35,0.0264,,0.0
1.0,101301403.0,Central Greene SD,Greene,34558561.44,17183588.5,806917.21,17990505.71,0.5206,14957637.83,0.4328,1110417.9,0.0321,500000.0,0.0145
1.0,101303503.0,Jefferson-Morgan SD,Greene,14376162.0,4450933.149999999,582143.7,5033076.85,0.3501,8948423.35,0.6224,394661.8,0.0275,,0.0
1.0,101306503.0,Southeastern Greene SD,Greene,11379524.37,2782179.2399999998,401024.93,3183204.17,0.2797,7866018.97,0.6912,230301.23,0.0202,100000.0,0.0088
1.0,101308503.0,West Greene SD,Greene,19309754.26,11934476.470000003,524543.45,12459019.92,0.6452,6418524.97,0.3324,432209.37,0.0224,,0.0
1.0,111312503.0,Huntingdon Area SD,Huntingdon,37192481.8,11470256.42,649189.47,12119445.89,0.3259,14456369.79,0.3887,686666.12,0.0185,9930000.0,0.267
1.0,111312804.0,Juniata Valley SD,Huntingdon,12106594.97,3909212.92,229752.16,4138965.08,0.3419,7638547.07,0.6309,319624.29,0.0264,9458.53,0.0008
1.0,111316003.0,Mount Union Area SD,Huntingdon,21961354.6,5154267.79,492899.18999999994,5647166.98,0.2571,14317099.38,0.6519,1997088.24,0.0909,,0.0
1.0,111317503.0,Southern Huntingdon County SD,Huntingdon,17421073.25,4890349.99,632012.1499999999,5522362.14,0.317,10893092.65,0.6253,1005618.46,0.0577,,0.0
1.0,128321103.0,Blairsville-Saltsburg SD,Indiana,32498803.72,12477015.5,537407.19,13014422.69,0.4005,17817648.06,0.5483,1666732.97,0.0513,,0.0
1.0,128323303.0,Homer-Center SD,Indiana,16075075.93,6346743.679999999,312397.01,6659140.69,0.4143,9131761.7,0.5681,266381.99,0.0166,17791.55,0.0011
1.0,128323703.0,Indiana Area SD,Indiana,53715448.55,33033453.200000003,1309444.95,34342898.15,0.6393,18549168.75,0.3453,823381.65,0.0153,,0.0
1.0,128325203.0,Marion Center Area SD,Indiana,24308312.18,7383133.539999999,439003.43,7822136.97,0.3218,15779251.63,0.6491,706923.58,0.0291,,0.0
1.0,128326303.0,Penns Manor Area SD,Indiana,16944825.5,4300240.38,388149.16,4688389.54,0.2767,11823694.96,0.6978,432741.0,0.0255,,0.0
1.0,128327303.0,Purchase Line SD,Indiana,18150346.83,3209223.03,320846.72,3530069.75,0.1945,13747483.38,0.7574,872793.7,0.0481,,0.0
1.0,128328003.0,United SD,Indiana,22019318.8,5548973.359999999,389118.65,5938092.01,0.2697,15307154.09,0.6952,768912.7,0.0349,5160.0,0.0002
1.0,106330703.0,Brockway Area SD,Jefferson,15546190.44,3522275.56,323502.2,3845777.76,0.2474,11320030.39,0.7282,373563.01,0.024,6819.28,0.0004
1.0,106330803.0,Brookville Area SD,Jefferson,26816059.37,7972717.71,700813.83,8673531.54,0.3234,17071800.75,0.6366,1068527.08,0.0398,2200.0,0.0001
1.0,106338003.0,Punxsutawney Area SD,Jefferson,37641029.16,10278909.04,770599.8899999999,11049508.93,0.2935,25216819.46,0.6699,1365707.83,0.0363,8992.94,0.0002
1.0,111343603.0,Juniata County SD,Juniata,36994168.49,16275839.06,791019.46,17066858.52,0.4613,18858752.91,0.5098,1068557.06,0.0289,,0.0
1.0,119350303.0,Abington Heights SD,Lackawanna,47193731.34,31090929.14,794565.85,31885494.99,0.6756,14871217.02,0.3151,309009.33,0.0065,128010.0,0.0027
1.0,119351303.0,Carbondale Area SD,Lackawanna,26539905.09,6860618.77,1495254.7000000002,8355873.47,0.3148,15967287.41,0.6016,2216744.21,0.0835,,0.0
1.0,119352203.0,Dunmore SD,Lackawanna,20273652.82,11148690.8,1009192.53,12157883.33,0.5997,7696412.51,0.3796,419356.98,0.0207,,0.0
1.0,119354603.0,Lakeland SD,Lackawanna,23031871.32,11156612.92,1275789.4700000002,12432402.39,0.5398,10340823.14,0.449,258645.79,0.0112,,0.0
1.0,119355503.0,Mid Valley SD,Lackawanna,27758834.34,16688107.670000002,1212266.77,17900374.44,0.6449,9244060.31,0.333,585086.16,0.0211,29313.43,0.0011
1.0,119356503.0,North Pocono SD,Lackawanna,51065391.37,30698473.910000004,1387505.9700000002,32085979.88,0.6283,18289047.27,0.3581,690364.22,0.0135,,0.0
1.0,119356603.0,Old Forge SD,Lackawanna,13383272.34,7251730.44,789506.8700000001,8041237.31,0.6008,5117892.05,0.3824,224142.98,0.0167,,0.0
1.0,119357003.0,Riverside SD,Lackawanna,24184592.43,14051679.33,385889.66,14437568.99,0.597,9201780.5,0.3805,545242.94,0.0225,,0.0
1.0,119357402.0,Scranton SD,Lackawanna,147464285.12,60591829.05999999,2714776.42,63306605.48,0.4293,77748613.29,0.5272,5807324.35,0.0394,601742.0,0.0041
1.0,119358403.0,Valley View SD,Lackawanna,32392287.0,15604150.0,1828892.0,17433042.0,0.5382,14455724.0,0.4463,503521.0,0.0155,,0.0
1.0,113361303.0,Cocalico SD,Lancaster,55800075.36,36479431.910000004,1174959.0,37654390.91,0.6748,16335087.31,0.2927,667467.61,0.012,1143129.53,0.0205
1.0,113361503.0,Columbia Borough SD,Lancaster,24381883.57,10762658.92,784856.46,11547515.38,0.4736,12002905.06,0.4923,830963.13,0.0341,500.0,0.0
1.0,113361703.0,Conestoga Valley SD,Lancaster,66181149.95,47870303.09,1810997.42,49681300.51,0.7507,14125633.12,0.2134,2374216.32,0.0359,,0.0
1.0,113362203.0,Donegal SD,Lancaster,50537956.68,30521119.939999998,1495256.08,32016376.02,0.6335,16859142.3,0.3336,1638893.36,0.0324,23545.0,0.0005
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,57234966.19,35639552.64,4214348.74,39853901.38,0.6963,16131458.16,0.2818,1247256.65,0.0218,2350.0,0.0
1.0,113362403.0,Elizabethtown Area SD,Lancaster,58272850.69,37122498.86000001,1669894.83,38792393.69,0.6657,18715262.7,0.3212,765194.3,0.0131,,0.0
1.0,113362603.0,Ephrata Area SD,Lancaster,65480133.39,43221170.74,1579610.9100000001,44800781.65,0.6842,19829315.56,0.3028,848305.53,0.013,1730.65,0.0
1.0,113363103.0,Hempfield  SD,Lancaster,118906738.48,80614080.23,3601318.3200000003,84215398.55,0.7082,32760971.14,0.2755,1885217.02,0.0159,45151.77,0.0004
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,51390472.0,37439300.220000006,1051016.6199999999,38490316.84,0.749,12405117.79,0.2414,490968.87,0.0096,4068.5,0.0001
1.0,113364002.0,Lancaster SD,Lancaster,213207148.0,79054584.0,8677098.0,87731682.0,0.4115,107058639.0,0.5021,15402587.0,0.0722,3014240.0,0.0141
1.0,113364403.0,Manheim Central SD,Lancaster,52509357.47,35008672.18,1290361.8699999999,36299034.05,0.6913,14662099.91,0.2792,1548223.51,0.0295,,0.0
1.0,113364503.0,Manheim Township SD,Lancaster,92374535.61,68746514.53,2814642.64,71561157.17,0.7747,19968214.7,0.2162,806601.98,0.0087,38561.76,0.0004
1.0,113365203.0,Penn Manor SD,Lancaster,80896353.0,51017075.0,2438912.0,53455987.0,0.6608,26354707.0,0.3258,1041463.0,0.0129,44196.0,0.0005
1.0,113365303.0,Pequea Valley SD,Lancaster,36317276.28,25828960.430000003,572789.4500000001,26401749.88,0.727,8495423.83,0.2339,1378276.69,0.038,41825.88,0.0012
1.0,113367003.0,Solanco SD,Lancaster,53850102.56,31034665.72,1245922.6600000001,32280588.38,0.5995,19527032.06,0.3626,2039304.87,0.0379,3177.25,0.0001
1.0,113369003.0,Warwick SD,Lancaster,69657591.43,46461241.93000001,1467964.1400000001,47929206.07,0.6881,21244327.57,0.305,484057.79,0.0069,,0.0
1.0,104372003.0,Ellwood City Area SD,Lawrence,27728161.12,8890115.81,582560.4500000001,9472676.26,0.3416,17805208.98,0.6421,450275.88,0.0162,,0.0
1.0,104374003.0,Laurel SD,Lawrence,18698811.97,5176121.619999999,715192.3500000001,5891313.97,0.3151,11852054.1,0.6338,955443.9,0.0511,,0.0
1.0,104375003.0,Mohawk Area SD,Lawrence,24049666.85,6852831.0,483584.0,7336415.0,0.3051,16281704.87,0.677,428996.98,0.0178,2550.0,0.0001
1.0,104375203.0,Neshannock Township SD,Lawrence,18549299.12,11853798.4,520681.10000000003,12374479.5,0.6671,6115976.43,0.3297,58843.19,0.0032,,0.0
1.0,104375302.0,New Castle Area SD,Lawrence,50929096.1,9753635.83,1422800.45,11176436.28,0.2195,35833801.87,0.7036,3915758.05,0.0769,3099.9,0.0001
1.0,104376203.0,Shenango Area SD,Lawrence,17518763.89,5648135.260000001,334880.48,5983015.74,0.3415,11182745.35,0.6383,330439.2,0.0189,22563.6,0.0013
1.0,104377003.0,Union Area SD,Lawrence,11739802.0,3844472.0,565897.0,4410369.0,0.3757,7239459.0,0.6167,1272.0,0.0001,88702.0,0.0076
1.0,104378003.0,Wilmington Area SD,Lawrence,19753472.14,8211498.970000002,792707.76,9004206.73,0.4558,10259010.85,0.5194,490254.56,0.0248,,0.0
1.0,113380303.0,Annville-Cleona SD,Lebanon,23897392.19,14028486.490000004,525691.4500000001,14554177.94,0.609,8209025.37,0.3435,315513.76,0.0132,818675.12,0.0343
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,73458093.83,48051092.95,1921337.5300000003,49972430.48,0.6803,22503569.58,0.3063,964912.43,0.0131,17181.34,0.0002
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,39986077.09,26129259.119999994,784541.13,26913800.25,0.6731,11857381.78,0.2965,614839.23,0.0154,600055.83,0.015
1.0,113384603.0,Lebanon SD,Lebanon,70969386.71,18940083.72,2650939.2800000003,21591023.0,0.3042,44968417.69,0.6336,4406702.81,0.0621,3243.21,0.0
1.0,113385003.0,Northern Lebanon SD,Lebanon,36004813.52,20127199.009999998,876406.8500000001,21003605.86,0.5834,14438057.66,0.401,560150.0,0.0156,3000.0,0.0001
1.0,113385303.0,Palmyra Area SD,Lebanon,47846542.15,31356288.030000005,1769719.38,33126007.41,0.6923,13659792.62,0.2855,1060742.12,0.0222,,0.0
1.0,121390302.0,Allentown City SD,Lehigh,284122038.0,93058055.0,5473138.0,98531193.0,0.3468,170031359.0,0.5984,15399600.0,0.0542,159886.0,0.0006
1.0,121391303.0,Catasauqua Area SD,Lehigh,27925359.13,17680986.64,903655.94,18584642.58,0.6655,8963547.06,0.321,376470.09,0.0135,699.4,0.0
1.0,121392303.0,East Penn SD,Lehigh,138220680.62,101858087.24000002,2077696.56,103935783.8,0.752,32309740.22,0.2338,1179312.85,0.0085,795843.75,0.0058
1.0,121394503.0,Northern Lehigh SD,Lehigh,31376696.5,17141991.15,506720.23,17648711.38,0.5625,13044242.48,0.4157,530419.64,0.0169,153323.0,0.0049
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,40895393.3,26688489.509999998,1246031.3900000001,27934520.9,0.6831,12746699.35,0.3117,214173.05,0.0052,,0.0
1.0,121395103.0,Parkland SD,Lehigh,164379125.0,130328272.0,2638572.0,132966844.0,0.8089,29821610.0,0.1814,1584792.0,0.0096,5879.0,0.0
1.0,121395603.0,Salisbury Township SD,Lehigh,35127357.65,26669207.87,810269.98,27479477.85,0.7823,7395979.91,0.2105,242424.89,0.0069,9475.0,0.0003
1.0,121395703.0,Southern Lehigh SD,Lehigh,60777424.3,45941625.79000001,809157.52,46750783.31,0.7692,13702367.26,0.2255,324273.73,0.0053,,0.0
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,65346738.74,44007751.93000001,1262731.9599999997,45270483.89,0.6928,19119022.23,0.2926,951839.8,0.0146,5392.82,0.0001
1.0,118401403.0,Crestwood SD,Luzerne,35911294.86,20266572.520000003,663677.0700000001,20930249.59,0.5828,14623164.88,0.4072,357880.39,0.01,,0.0
