AUN,School District,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
112011103.0,Bermudian Springs SD,Adams,4657102.82,,41535.9,4615566.92,41535.9,,,,,,4274313.05,,341211.87,42.0,,,,,0.0,,,,,,,,
112011603.0,Conewago Valley SD,Adams,8337991.62,,150880.97,8187110.65,91210.6,,59670.37,,,,7265072.08,,889998.69,32039.88,,,,,0.0,,,,,,,,
112013054.0,Fairfield Area SD,Adams,2687551.37,,,2687551.37,,,,,,,2361321.22,,310760.0,15470.15,,,,,0.0,,,,,,,,
112013753.0,Gettysburg Area SD,Adams,8662216.84,,84660.22,8577556.62,,,84660.22,,,,7242052.41,,1072086.04,263418.17,,,,,0.0,,,,,,,,
112015203.0,Littlestown Area SD,Adams,4915152.390000001,,68708.95,4846443.44,49019.2,,19689.75,,,,4420315.89,,426127.55,,,,,,0.0,,,,,,,,
112018523.0,Upper Adams SD,Adams,3323567.06,,75318.5,3248248.56,35091.6,,40226.9,,,,2934720.03,,313528.53,,,,,,0.0,,,,,,,,
103020603.0,Allegheny Valley SD,Allegheny,1375759.16,,34374.02,1341385.14,,,34374.02,,,,1131902.09,,209483.05,,,,,,0.0,,,,,,,,
103020753.0,Avonworth SD,Allegheny,3547040.86,,12008.57,3535032.29,,,12008.57,,,,2914366.01,,620666.28,,,,,,0.0,,,,,,,,
103021102.0,Baldwin-Whitehall SD,Allegheny,6116210.09,,34593.24,6081616.85,,,34593.24,,,,5247268.99,,834347.86,,,,,,0.0,,,,,,,,
103021252.0,Bethel Park SD,Allegheny,6727315.74,,3000.0,6724315.74,,,,,3000.0,,5559600.66,,1164715.08,,,,,,0.0,,,,,,,,
103021453.0,Brentwood Borough SD,Allegheny,1401994.52,,11520.06,1390474.46,,,11520.06,,,,1194192.74,,196281.72,,,,,,0.0,,,,,,,,
103021603.0,Carlynton SD,Allegheny,2446835.48,,,2446835.48,,,,,,,2115599.22,,331236.26,,,,,,0.0,,,,,,,,
103021752.0,Chartiers Valley SD,Allegheny,6853697.239999999,,73458.89,6780238.35,,,73458.89,,,,5365952.22,,888935.72,,,,525350.41,,0.0,,,,,,,,
103021903.0,Clairton City SD,Allegheny,602039.19,,9531.98,592507.21,,,9531.98,,,,377967.97,,50771.62,,151426.96,,12340.66,,0.0,,,,,,,,
103022103.0,Cornell SD,Allegheny,934093.0,,18735.0,915358.0,,,18735.0,,,,779064.0,,136294.0,,,,,,0.0,,,,,,,,
103022253.0,Deer Lakes SD,Allegheny,2308664.0700000003,,60029.95,2248634.12,40571.15,,19458.8,,,,1942964.39,,305669.73,,,,,,0.0,,,,,,,,
103022503.0,Duquesne City SD,Allegheny,316676.08999999997,,6581.11,310094.98,,,6581.11,,,,276023.2,,34071.78,,,,,,0.0,,,,,,,,
103022803.0,East Allegheny SD,Allegheny,1895087.0,,19994.0,1875093.0,,,19994.0,,,,1317480.0,,183799.0,,134965.0,692.0,238157.0,,0.0,,,,,,,,
103023153.0,Elizabeth Forward SD,Allegheny,2474995.13,,19292.71,2455702.42,,,19292.71,,,,2215268.44,,240433.98,,,,,,0.0,,,,,,,,
103023912.0,Fox Chapel Area SD,Allegheny,9632463.709999999,,93097.26,9539366.45,,,93097.26,,,,8043447.78,,1495918.67,,,,,,0.0,,,,,,,,
103024102.0,Gateway SD,Allegheny,6828788.62,,112858.07,6715930.55,,,112858.07,,,,3959312.36,,799470.84,,,,1957147.35,,0.0,,,,,,,,
103024603.0,Hampton Township SD,Allegheny,4799913.09,,,4799913.09,,,,,,,4147128.33,,652784.76,,,,,,0.0,,,,,,,,
103024753.0,Highlands SD,Allegheny,2444036.0,,76713.0,2367323.0,44901.0,,31812.0,,,,2132820.0,,234503.0,,,,,,0.0,,,,,,,,
103025002.0,Keystone Oaks SD,Allegheny,3856661.29,,59526.95,3797134.34,,,59526.95,,,,3290503.85,,506630.49,,,,,,0.0,,,,,,,,
103026002.0,McKeesport Area SD,Allegheny,2971198.0,,55881.0,2915317.0,,,55881.0,,,,2149185.0,,225900.0,,273045.0,267187.0,,,0.0,,,,,,,,
103026303.0,Montour SD,Allegheny,6413029.37,,,6413029.37,,,,,,,5321833.47,,1091195.9,,,,,,0.0,,,,,,,,
103026343.0,Moon Area SD,Allegheny,6283788.2299999995,,97802.93,6185985.3,,,97802.93,,,,5331603.87,,851839.45,2541.98,,,,,0.0,,,,,,,,
103026402.0,Mt Lebanon SD,Allegheny,9710651.99,,41336.11,9669315.88,,,41336.11,,,,8288761.21,,1380554.67,,,,,,0.0,,,,,,,,
103026852.0,North Allegheny SD,Allegheny,17218389.2,,182842.59,17035546.61,182842.59,,,,,,14654935.64,,2380610.97,,,,,,0.0,,,,,,,,
103026902.0,North Hills SD,Allegheny,8724175.8,,69185.55,8654990.25,,,69185.55,,,,6461165.09,,1064759.6,,379881.15,,749184.41,,0.0,,,,,,,,
103026873.0,Northgate SD,Allegheny,1963930.0,,31849.0,1932081.0,20846.0,,11003.0,,,,1675925.0,,256156.0,,,,,,0.0,,,,,,,,
103027352.0,Penn Hills SD,Allegheny,5698782.62,,36227.03,5662555.59,,,36227.03,,,,4289173.7,,665511.08,,312566.5,,395304.31,,0.0,,,,,,,,
103021003.0,Pine-Richland SD,Allegheny,10201654.0,,79446.0,10122208.0,79446.0,,,,,,8275432.0,,1846776.0,,,,,,0.0,,,,,,,,
102027451.0,Pittsburgh SD,Allegheny,150403355.97,,,,,,,,,,,,,,,,,,150403355.97,132076279.76,,,,,,,18327076.21
103027503.0,Plum Borough SD,Allegheny,4697225.44,,114834.79,4582390.65,85457.96,,29376.83,,,,4056090.27,,526300.38,,,,,,0.0,,,,,,,,
103027753.0,Quaker Valley SD,Allegheny,5701479.0,,36813.0,5664666.0,36813.0,,,,,,4577194.0,,1087472.0,,,,,,0.0,,,,,,,,
103028203.0,Riverview SD,Allegheny,1545816.91,,21949.43,1523867.48,,,21949.43,,,,1168165.19,,355702.29,,,,,,0.0,,,,,,,,
103028302.0,Shaler Area SD,Allegheny,6382356.16,,27807.04,6354549.12,,,27807.04,,,,5655392.78,,699156.34,,,,,,0.0,,,,,,,,
103028653.0,South Allegheny SD,Allegheny,1211629.89,,,1211629.89,,,,,,,1109570.27,,102059.62,,,,,,0.0,,,,,,,,
103028703.0,South Fayette Township SD,Allegheny,4908656.63,,74799.1,4833857.53,45554.3,,29244.8,,,,3948212.56,,885644.97,,,,,,0.0,,,,,,,,
103028753.0,South Park SD,Allegheny,2709479.33,,50175.49,2659303.84,37151.05,,13024.44,,,,2153990.66,,466054.58,39258.6,,,,,0.0,,,,,,,,
103028833.0,Steel Valley SD,Allegheny,2169074.17,,29735.81,2139338.36,,,29735.81,,,,1655391.54,,447638.75,36308.07,,,,,0.0,,,,,,,,
103028853.0,Sto-Rox SD,Allegheny,1035160.37,,9955.86,1025204.51,,,9955.86,,,,,842846.1,,120437.14,,,,61921.27,0.0,,,,,,,,
103029203.0,Upper Saint Clair SD,Allegheny,7044901.74,,,7044901.74,,,,,,,5648532.6,,1034101.91,,,,362267.23,,0.0,,,,,,,,
103029403.0,West Allegheny SD,Allegheny,6113309.47,,607118.93,5506190.54,,,100078.28,,,507040.65,4283967.71,,1222222.83,,,,,,0.0,,,,,,,,
