Unnamed: 0,Unnamed: 1,Unnamed: 2,2023 Keystone Grade 11 - School Level Proficiency Results*,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,"* Proficiency summary data do not include students who were enrolled in the school after October 1, home schooled, excluded from school aggregation, EL students who were enrolled for less than one year in a school, or students who did not attempt. Proficiency percentages may not add up to 100 due to rounding. Proficiency Information is not displayed for student populations of fewer than 11.",,,,,,,,,,,
,,,,,,,,,,,,,,
Year,AUN,School Number,County,District Name,School Name,Subject,Group,Grade,Number Scored,Percent Advanced,Percent Proficient,Percent Basic,Percent Below Basic,% Advanced/Proficient
2023,112015106,000008471,ADAMS,ADAMS COUNTY TECHNICAL INSTITUTE,ADAMS COUNTY TECHNICAL INSTITUTE,Biology,All Students,11,2,,,,,
2023,112015106,000008471,ADAMS,ADAMS COUNTY TECHNICAL INSTITUTE,ADAMS COUNTY TECHNICAL INSTITUTE,Biology,White (not Hispanic),11,2,,,,,
2023,112015106,000008471,ADAMS,ADAMS COUNTY TECHNICAL INSTITUTE,ADAMS COUNTY TECHNICAL INSTITUTE,Literature,All Students,11,1,,,,,
2023,112015106,000008471,ADAMS,ADAMS COUNTY TECHNICAL INSTITUTE,ADAMS COUNTY TECHNICAL INSTITUTE,Literature,White (not Hispanic),11,1,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,All Students,11,79,3.8,7.6,63.3,25.3,11.4
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,White (not Hispanic),11,65,4.6,9.2,61.5,24.6,13.8
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,Hispanic (any race),11,11,0,0,72.7,27.3,0
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,Multi-Racial (not Hispanic),11,3,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,IEP,11,15,0,0,60,40,0
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,ELL,11,2,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Algebra I,Economically Disadvantaged,11,34,2.9,2.9,61.8,32.4,5.9
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,All Students,11,150,19.3,30.7,28.7,21.3,50
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,White (not Hispanic),11,126,22.2,33.3,27.8,16.7,55.6
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,Hispanic (any race),11,20,5,15,35,45,20
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,Multi-Racial (not Hispanic),11,4,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,IEP,11,15,0,0,33.3,66.7,0
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,ELL,11,2,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Biology,Economically Disadvantaged,11,51,5.9,23.5,37.3,33.3,29.4
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,All Students,11,148,5.4,58.1,25,11.5,63.5
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,White (not Hispanic),11,125,6.4,60,22.4,11.2,66.4
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,Hispanic (any race),11,20,0,50,35,15,50
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,Multi-Racial (not Hispanic),11,3,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,IEP,11,15,0,13.3,46.7,40,13.3
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,ELL,11,2,,,,,
2023,112011103,000000003,ADAMS,BERMUDIAN SPRINGS SD,BERMUDIAN SPRINGS HS,Literature,Economically Disadvantaged,11,51,0,47.1,39.2,13.7,47.1
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,All Students,11,201,7,24.4,55.2,13.4,31.3
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,White (not Hispanic),11,144,6.3,22.9,56.3,14.6,29.2
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,Black or African American (not Hispanic),11,5,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,Hispanic (any race),11,43,4.7,30.2,58.1,7,34.9
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,American Indian / Alaskan Native (not Hispanic),11,1,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,Multi-Racial (not Hispanic),11,8,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,IEP,11,33,0,0,48.5,51.5,0
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,ELL,11,4,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Algebra I,Economically Disadvantaged,11,100,6,26,53,15,32
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,All Students,11,285,17.5,42.1,27,13.3,59.6
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,White (not Hispanic),11,221,18.1,47.1,25.3,9.5,65.2
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,Black or African American (not Hispanic),11,5,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,Hispanic (any race),11,49,16.3,18.4,36.7,28.6,34.7
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,American Indian / Alaskan Native (not Hispanic),11,1,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,Multi-Racial (not Hispanic),11,9,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,IEP,11,34,0,14.7,26.5,58.8,14.7
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,ELL,11,4,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Biology,Economically Disadvantaged,11,110,5.5,40.9,35.5,18.2,46.4
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,All Students,11,288,5.2,54.5,26.7,13.5,59.7
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,White (not Hispanic),11,219,5.5,56.6,26.5,11.4,62.1
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,Black or African American (not Hispanic),11,5,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,Hispanic (any race),11,52,5.8,38.5,32.7,23.1,44.2
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,American Indian / Alaskan Native (not Hispanic),11,1,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,Multi-Racial (not Hispanic),11,11,0,63.6,18.2,18.2,63.6
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,IEP,11,33,0,3,27.3,69.7,3
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,ELL,11,4,,,,,
2023,112011603,000000017,ADAMS,CONEWAGO VALLEY SD,NEW OXFORD SHS,Literature,Economically Disadvantaged,11,110,1.8,48.2,32.7,17.3,50
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,All Students,11,55,7.3,14.5,41.8,36.4,21.8
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,White (not Hispanic),11,51,7.8,13.7,41.2,37.3,21.6
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,Hispanic (any race),11,3,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,Asian (not Hispanic),11,1,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,IEP,11,10,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,ELL,11,2,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Algebra I,Economically Disadvantaged,11,15,13.3,6.7,40,40,20
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,All Students,11,67,4.5,34.3,35.8,25.4,38.8
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,White (not Hispanic),11,63,4.8,36.5,33.3,25.4,41.3
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,Hispanic (any race),11,3,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,Asian (not Hispanic),11,1,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,IEP,11,10,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,ELL,11,2,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Biology,Economically Disadvantaged,11,16,0,25,37.5,37.5,25
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,All Students,11,69,2.9,40.6,39.1,17.4,43.5
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,White (not Hispanic),11,65,3.1,40,38.5,18.5,43.1
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,Hispanic (any race),11,3,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,Asian (not Hispanic),11,1,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,IEP,11,10,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,ELL,11,2,,,,,
2023,112013054,000006269,ADAMS,FAIRFIELD AREA SD,FAIRFIELD AREA HS,Literature,Economically Disadvantaged,11,17,5.9,23.5,58.8,11.8,29.4
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,All Students,11,207,13.5,30,37.2,19.3,43.5
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,White (not Hispanic),11,151,16.6,30.5,34.4,18.5,47
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,Black or African American (not Hispanic),11,6,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,Hispanic (any race),11,40,7.5,27.5,45,20,35
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,Asian (not Hispanic),11,3,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,Multi-Racial (not Hispanic),11,7,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,IEP,11,40,0,2.5,32.5,65,2.5
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,ELL,11,10,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Algebra I,Economically Disadvantaged,11,79,6.3,24.1,41.8,27.8,30.4
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,All Students,11,240,27.5,34.2,24.2,14.2,61.7
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,White (not Hispanic),11,182,31.3,35.2,21.4,12.1,66.5
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,Black or African American (not Hispanic),11,6,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,Hispanic (any race),11,41,12.2,29.3,36.6,22,41.5
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,Asian (not Hispanic),11,3,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,Multi-Racial (not Hispanic),11,8,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,IEP,11,42,4.8,11.9,35.7,47.6,16.7
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,ELL,11,10,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Biology,Economically Disadvantaged,11,89,14.6,29.2,32.6,23.6,43.8
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,All Students,11,243,11.1,56.4,22.6,9.9,67.5
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,White (not Hispanic),11,185,13,57.8,22.7,6.5,70.8
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,Black or African American (not Hispanic),11,6,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,Hispanic (any race),11,42,0,54.8,26.2,19,54.8
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,Asian (not Hispanic),11,3,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,Multi-Racial (not Hispanic),11,7,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,IEP,11,42,0,19,35.7,45.2,19
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,ELL,11,10,,,,,
2023,112013753,000006271,ADAMS,GETTYSBURG AREA SD,GETTYSBURG AREA HS,Literature,Economically Disadvantaged,11,91,3.3,48.4,29.7,18.7,51.6
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,All Students,11,103,27.2,53.4,17.5,1.9,80.6
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,White (not Hispanic),11,89,28.1,52.8,18,1.1,80.9
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,Black or African American (not Hispanic),11,1,,,,,
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,Hispanic (any race),11,6,,,,,
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,Asian (not Hispanic),11,3,,,,,
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,Multi-Racial (not Hispanic),11,4,,,,,
2023,112015203,000000014,ADAMS,LITTLESTOWN AREA SD,LITTLESTOWN SHS,Algebra I,IEP,11,4,,,,,
