Cat,AUN,School District,County,Total Expenditures ,"Instruction
1000","Regular
Programs - Elem/Sec
1100","Regular
Programs 1110","Early Intervening Services
1140","Federally-Funded Regular Programs
1190","Special
Programs - Elem/Sec
1200",Life Skills Support 1210,Sensory Support 1220,Emotinal Support 1230,Learning Support - Public 1241,Learning Support - PRRI 1242,Gifted Support 1243,Physical Support 1260,Multi-Handicapped Support 1270,Special Programs - Early Intervention Support 1280,Special Programs - Other Support 1290,Vocational Education 1300,Other Instructional Programs - E/S 1400,"Drivers' Education
1410",Summer School 1420,Homebound Instruction 1430,Alternative Regular Education Programs 1440,Adjudicated / Court Placed Programs 1441,PDE Approved Alternative Education Programs 1442,Instructional Programs Outside the Established School Day 1450,Additional Other Instructional Programs 1490,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,Pre-K Instruction 1801,Pre-K Administrative Support 1802,Pre-K Operations and Maintenance 1803,Pre-K Student Transportation 1804,Pre-K Food Services 1805,Pre-K Professional Development 1806,Pre-K Pass Through Funds 1807,Support Services 2000,"Support Services -Students
2100",Supervision Of Student Services 2110,Supervision of Student Services - Head of Component 2111,Supervision of Student Services - All Other Supervision 2119,Guidance Services 2120,Attendance Services 2130,Psychological Services 2140,Speech Pathology and Audiology Services 2150,Social Work Services 2160,Student Accounting Services 2170,Other Student Services 2190,Instructional Staff 2200,Supervision of Educational Media Services - Head of Component 2211,Supervision of Educational Media Services - All Other Supervision 2219,Technology Support Services 2220,Educational Television Services 2230,Computer Assisted Instruction Support Services 2240,School Library Services 2250,Instruction and Curriculum Development Services 2260,Instructional Staff Professional Development Services 2270,NonPublic Support Services 2280,Other Instructional Staff Services 2290,Administration 2300,Board Services 2310,Board Treasurer Services 2320,Tax Assessment and Collection Services 2330,Staff Relations and Negotiations Services 2340,Legal and Accounting Services 2350,"Office Of The Superintendent, Exec Director & CAO/CEO Services 2360",Community Relations Services 2370,Office Of The Principal Services 2380,Other Administration Services 2390,Pupil Health 2400,Supervision of Health Services - Head of Component 2411,Supervision of Health Services - All Other Supervision 2419,Medical Services 2420,Dental Services 2430,Nursing Services 2440,Nonpublic Health Services 2450,Other Health Services 2490,Business 2500,Supervision of Fiscal Services - Head of Component 2511,Budgeting Services 2512,Receiving and Disbursing Funds Services 2513,Payroll Services 2514,Financial Accounting Services 2515,Internal Auditing Services 2516,Property Accounting Services 2517,Other Fiscal Services 2519,Purchasing Services 2520,Warehousing and Distributing Services 2530,"Printing, Publishing and Duplicating Services 2540",Other Support Services - Business 2590,Operation & Maintenance of Plant Services 2600,Supervision of Operation and Maintenance of Plant Services - Head of Component 2611,Supervision of Operation and Maintenance of Plant Services - All Other Supervision 2619,Operation of Buildings Services 2620,Care and Upkeep of Grounds Services 2630,Care and Upkeep of Equipment Services 2640,Vehicle Operation and Maintenance Services (Other than Student Transportation Vehicles) 2650,Safety and Security Services 2660,Other Operation and Maintenance of Plant Services 2690,Student Transportation Services 2700,Supervision of Student Transportation Services - Head of Component 2711,Supervision of Student Transportation Services - All Other Supervision 2719,Vehicle Operation Services 2720,Monitoring Services 2730,Vehicle Servicing and Maintenance Services 2740,Nonpublic Transportation 2750,Other Student Transportation Services 2790,Central 2800,"Planning, Reserarch, Development and Evaluation Services 2810",Supervision of Information Services - Head of Component 2821,Internal Information Services 2822,Public Information Services 2823,Management Information Services 2824,Other Information Services 2829,Supervision of Staff Services - Head of Component 2831,Recruitment and Placement Services 2832,Staff Accounting Services 2833,Staff Development Services - Non-Instructional Certified Staff Only 2834,Health Services 2835,Staff Development Services - Non-Instructional Non-Certified Staff Only 2836,Other Staff Services 2839,Data Processing Services 2840,State and Federal Agency Liason Services 2850,Management Services 2860,Other Support Services Central 2890,Other Support Services 2900,Support Services Not Listed Elsewhere in the 2000 Series 2910,Pass-Through Funds 2990,Operation of Noninstructional Services 3000,Food Services 3100,Student Activities 3200,Community Services 3300,Scholarships and Awards 3400,"Facilities Acquisition, Construction and Improvement Services 4000",Site Acquisition Services - Original & Additional 4100,Existing Site Improvement Services 4200,Arch & Eng Services / Ed Specs Development - Orig and Additional 4300,Arch & Eng Services / Ed Specs - Improvements 4400,Building Acquisition & Construction Services - Orig and Additional 4500,Existing Building Improvement Services 4600,Other Expenditures and Financing Uses 5000,"Debt Service, Other Expenditures, and Financing Uses 5100",Debt Service 5110,Debt Service - Refunded Bonds/Notes 5120,Refund of Prior Year Revenues / Receipts 5130,Leases and Other Right to Use Arrangements 5140,Interfund Transfers - Out 5200,Special Revenue Fund Transfers 5220,Capital Projects Fund Transfers 5230,Debt Service Fund Transfers 5240,Enterprise Fund Transfers 5250,Internal Service Fund Transfers 5260,Trust and Custodial Fund Transfers 5270,Student Activity Custodial Fund Transfers 5280,Transfers Out to Component Units / Primary Government 5300,Transfers Out to Component Units 5310,Transfers Out to Primary Governments 5320,Special Items-Losses 5520,Extraordinary Items-Losses 5530
1.0,112011103.0,Bermudian Springs SD,Adams,35133686.85,19108203.59,14445361.15,14445361.15,,,3343634.18,,123167.71,640673.38,2133848.86,,127530.37,,,,318413.86,1081578.81,235086.21,,,3068.72,,,,,232017.49,,2543.24,,,,,,,,,,11072250.65,692382.46,,,,655592.62,,36789.84,,,,,1085026.27,,,16431.08,,610569.39,442704.0,,15321.8,,,3600088.43,118878.36,430.6,157829.77,,27690.25,1426734.6,,1868524.85,,367796.63,,,,,367796.63,,,510418.08,412197.92,,,98220.16,,,,,,,,,2783370.87,,,2783370.87,,,,,,2030673.1,78319.39,,1078597.36,,,873756.35,,,,,,,,,,,,,,,,,,,,2494.81,2494.81,,1016337.0,,1014737.0,1600.0,,,,,,,,,3936895.61,3936895.61,3856736.25,,20405.0,59754.36,,,,,,,,,,,,,
1.0,112011603.0,Conewago Valley SD,Adams,73538519.77,49557531.74,31793726.01,31793259.57,,466.44,14323762.48,1363151.8,626388.1,4222269.5,20795.6,,413747.17,,730299.01,,6947111.3,2534224.07,894451.93,297920.18,,-5401.8,,,,,601933.55,11367.25,,,,,,,,,,,17350031.02,1810582.39,,,,1726376.06,84206.33,,,,,,3661732.93,,,1695422.87,,,759308.21,936650.06,270351.79,,,3680623.76,128803.54,,102365.89,,46369.12,516564.29,78427.82,2808093.1,,645391.32,,,563124.22,,,82267.1,,671650.69,,,,,671650.69,,,,,,,,3617297.98,,,3545569.72,60246.66,,,11481.6,,3250137.24,,,3155427.24,,,94710.0,,,,,,,,,,,,,,,,,,,,12614.71,12614.71,,1065919.02,,1035524.33,30394.69,,,,,,,,,5565037.99,4565037.99,4012905.09,,,552132.9,1000000.0,,1000000.0,,,,,,,,,,
1.0,112013054.0,Fairfield Area SD,Adams,19740927.98,11011380.98,7291770.71,7291770.71,,,2877334.86,175845.27,212470.77,623639.25,1451391.61,,95515.53,,246133.39,6167.0,66172.04,801301.61,36473.8,29964.9,,1296.0,5212.9,5212.9,,,,4500.0,,,,,,,,,,,6297242.5,583849.61,,,,362364.58,,146220.94,,,75264.09,,435968.12,,,,,,159236.28,223198.18,53533.66,,,1554566.36,103795.42,,125290.4,,66042.15,410003.68,,849434.71,,198729.05,,,22607.29,,176121.76,,,340249.56,183659.73,,58910.26,66817.38,36312.91,,,-5450.72,,,,,1687269.31,103385.46,,1340326.23,177094.74,,2822.76,63640.12,,1164797.94,24225.69,,1061039.65,,,74078.54,5454.06,327776.03,,,,,,,,,,,,,,327776.03,,,,4036.52,4036.52,,522207.52,,522207.52,,,,,,,,,,1910096.98,1860096.98,1860096.98,,,,50000.0,,,,50000.0,,,,,,,,
1.0,112013753.0,Gettysburg Area SD,Adams,72057280.76,41455134.23,27788130.98,26884879.56,,903251.42,9407709.47,667460.58,482118.31,2115051.52,3466112.08,,380528.2,72999.61,719509.98,,1503929.19,3881425.26,357229.03,85446.52,,32887.92,180624.82,15260.31,165364.51,58269.77,,20639.49,,,,,,,,,,,21275145.78,1893099.02,39705.63,39705.63,,1412121.14,,202026.89,,146906.7,92338.66,,2187022.02,,,185531.5,,90182.11,810263.59,435197.99,405260.64,,260586.19,3912674.4,31065.97,,334507.68,,168886.21,722985.48,,2655229.06,,678419.14,39275.24,,,,639143.9,,,925298.85,353431.64,,135448.68,115151.78,198286.33,,,22438.9,100541.52,,,,6290441.81,242568.26,142161.0,4896420.09,499330.18,,52841.65,457120.63,,3829500.47,136873.04,,3435536.28,,,257091.15,,1551949.29,956663.04,,,188323.3,,,191017.77,593.0,134568.47,,,41132.72,,39650.99,,,,6740.78,6740.78,,1507561.52,,1490484.5,16577.02,500.0,,,,,,,,7819439.23,6730271.23,6720061.0,,10210.23,,1089168.0,,1089168.0,,,,,,,,,,
1.0,112015203.0,Littlestown Area SD,Adams,39059777.03,23022706.63,15874199.89,15242998.39,,631201.5,5457023.41,126534.56,502232.72,907352.96,3203428.25,115841.31,286905.89,,50493.04,4524.0,259710.68,1342452.4,302291.61,12562.93,,3271.59,286457.09,-58610.16,345067.25,,,11450.0,,,35289.32,28697.74,,,6591.58,,,,10679023.27,1653037.51,,,,875769.35,,766562.35,,,10705.81,,2013607.51,,,,,1101622.27,300830.72,384424.31,226730.21,,,2045465.88,40201.24,,214943.55,,42884.25,463731.78,8101.21,1265794.09,9809.76,393040.06,,,58896.16,,334143.9,,,403814.96,324639.67,,66290.25,,6710.04,,,,,,,6175.0,2335727.21,222899.68,,1462030.36,443694.36,,6632.57,200470.24,,1642185.53,168038.04,,932920.26,,94215.37,447011.86,,189050.03,,,,,,48688.38,126460.31,170.0,,1500.0,,12231.34,,,,,,3094.58,3094.58,,627123.64,,625528.6,,1595.04,32706.26,,,32706.26,,,,4698217.23,2071269.81,2028919.81,,42350.0,,2626947.42,,2626947.42,,,,,,,,,,
1.0,112018523.0,Upper Adams SD,Adams,35005417.45,19576518.07,13144802.45,12608368.94,,536433.51,5278587.38,26147.56,237610.41,281143.3,3281699.24,,346660.69,,,37891.07,1067435.11,886258.9,135365.69,65500.92,,4854.55,65010.22,,65010.22,,,,,,131503.65,131503.65,,,,,,,9933568.56,775657.82,,,,614880.06,,114715.03,,46062.73,,,2651477.78,,,,,1728044.79,240789.22,540249.03,142394.74,,,2330270.23,28461.22,110.0,97790.58,,74532.0,550452.92,,1578923.51,,439005.51,,,439005.51,,,,,354478.1,165647.44,,,73363.95,111499.41,,,3967.3,,,,,1925577.44,,,1915483.44,,,,10094.0,,1349883.51,,,1331851.83,,,18031.68,,105224.81,,,,,,,105224.81,,,,,,,,,,,1993.36,1993.36,,852896.9,,852896.9,,,,,,,,,,4642433.92,3187433.92,2852047.07,,,335386.85,1455000.0,,1455000.0,,,,,,,,,,
1.0,103020603.0,Allegheny Valley SD,Allegheny,23217896.0,12352536.0,8286050.0,8039318.63,,246731.37,3409513.0,,144148.61,304735.73,1890352.52,,305283.23,,,,764992.91,154778.0,274689.0,,764.0,1080.1,271701.73,2454.48,269247.25,1143.17,,15700.0,,,211806.0,211806.0,,,,,,,7841789.0,635265.0,,,,511656.43,,29503.0,,94105.57,,,557757.0,,,156228.28,,10222.06,154530.28,227961.38,8815.0,,,1613032.0,62276.06,,126791.33,,54057.62,387065.43,131631.49,846765.07,4445.0,288562.0,,,288562.0,,,,,508614.0,355357.03,,,73379.34,79877.63,,,,,,,,2392551.0,125545.42,,2021997.78,,,,245007.8,,1297042.0,,893.06,664264.62,22914.2,,174789.01,434181.11,485622.0,481712.1,,,,,,,,,,3909.9,,,,,,,63344.0,63344.0,,656855.0,,649783.0,7072.0,,,,,,,,,2366716.0,2366716.0,2364329.81,,2386.19,,,,,,,,,,,,,,
1.0,103020753.0,Avonworth SD,Allegheny,37959146.64,21875309.96,16088236.62,16013582.63,,74653.99,5337438.49,,,,4176050.01,,663115.67,,,,498272.81,387988.0,58623.85,,36562.29,,195.0,,195.0,,21866.56,3023.0,,,,,,,,,,,10186858.74,1378802.01,271457.24,271457.24,,898760.02,,110176.03,,,,98408.72,686145.15,,,6356.07,,,501967.48,73257.47,99390.64,5173.49,,2203131.9,20370.52,,41331.3,,58385.68,614666.6,39807.64,1428570.16,,314436.63,,,16148.77,,298287.86,,,398521.72,285225.44,,,113296.28,,,,,,,,,2398790.64,130463.78,67720.15,2117697.0,79580.26,,3329.45,,,1883055.27,,,1408269.22,,,444482.06,30303.99,878870.5,860198.5,,,,,,,,,18672.0,,,,,,,,45104.92,45104.92,,1277710.18,,1272800.41,4909.77,,,,,,,,,4619267.76,3058391.76,3004172.13,,1959.63,52260.0,1560876.0,,1560876.0,,,,,,,,,,
1.0,103021102.0,Baldwin-Whitehall SD,Allegheny,81006904.78,44394884.0,33585321.72,32563137.78,,1022183.94,8651491.58,240040.77,563801.83,207347.61,2699725.07,,380347.65,2057695.03,,,2502533.62,2155466.3,2604.4,,,2604.4,,,,,,,,,,,,,,,,,22391763.73,2235406.97,,,,1047122.09,235.23,712768.0,,475281.65,,,2123635.19,,,,,,367464.95,1756170.24,,,,4185076.84,169952.35,,64667.88,309421.84,255028.02,490279.01,,2895727.74,,519800.81,,,6655.0,2530.0,508788.13,1827.68,,1113058.74,,,,,1037493.73,,,,,,75565.01,,6984363.62,6927829.7,,,,,,56533.92,,4416126.98,3203396.22,775804.8,,,,436925.96,,761433.01,761433.01,,,,,,,,,,,,,,,,,52861.57,52861.57,,1531687.0,,1527159.08,4527.92,,2904386.38,,,,,,2904386.38,9784183.67,9784183.67,9558935.66,,225248.01,,,,,,,,,,,,,,
1.0,103021252.0,Bethel Park SD,Allegheny,98528960.09,60615237.39,43629390.05,43328710.93,,300679.12,15832100.07,1148025.84,1447938.4,2356311.55,8042984.56,,450284.04,146635.25,,28217.9,2211702.53,695315.87,262012.51,,40158.18,1205.87,-2.02,,-2.02,,220650.48,26418.89,,,170000.0,,4800.0,,,,,165200.0,26908143.0,2325366.13,,,,1377561.21,,231632.07,,554867.0,,161305.85,2170831.32,,,,,,874112.78,1195337.55,101380.99,,,4884900.88,101924.23,,155033.71,,396552.76,719670.69,,3511719.49,,1117560.23,,,,,1117560.23,,,745023.37,745023.37,,,,,,,,,,,,8104283.84,357185.36,,5695279.64,1020748.6,168416.13,18388.2,736057.61,108208.3,4140081.38,358089.71,,2161770.39,303160.42,1125817.77,160217.06,31026.03,3188350.23,2755531.08,169561.75,,,,,,260197.59,,,,,,,,,3059.81,231745.62,231745.62,,1791459.12,,1618889.88,172569.24,,86361.45,,,,,,86361.45,9127759.13,9099242.78,8145977.77,,330045.87,623219.14,28516.35,,,,28516.35,,,,,,,,
