AUN,LEA Name,County,"Total Act 1, 511 and First Class SD Taxes (6130, 6140, 6150, 6160)","Act 1 Earned Income
6131","Total Act 511 Flat
6140","Total Act 511 Proportional
6150","Per Capita
6141","Occupation
Flat 6142","Local Services / Occupational Privilege
6143","Business Privilege Flat
6145","Mechanical Device Flat
6146","Other Flat Rate Assessments
6149","Act 511 Earned Income
6151","Occupation Millage
6152","Real Estate Transfer
6153","Amusement
6154","Business Privilege Proportional
6155","Mechanical Device Percentage
6156","Mercantile
6157","Other Proportional Assessments
6159","Total Non-Real Estate First Class SD Only
6160","1st Class Earned Income
6161","Liquor Sales
6162","Cigarette Tax
6163","Sales and
Use Tax
6164",General Business Taxes 6165,"Business Use & Occupancy
6166","Non-Business Income
6167","Real Estate Transfer
6168"
108056004.0,Northern Bedford County SD,Bedford,880783.9700000001,,68232.14,812551.8300000001,26479.15,24989.25,16763.74,,,,723837.4,,79968.15,8746.28,,,,,0.0,,,,,,,,
108058003.0,Tussey Mountain SD,Bedford,716985.9,,26936.57,690049.3300000001,16383.85,,10552.72,,,,542066.52,,147982.81,,,,,,0.0,,,,,,,,
114060503.0,Antietam SD,Berks,1274924.11,,0.0,1274924.11,,,,,,,1046384.8,,228539.31,,,,,,0.0,,,,,,,,
114060753.0,Boyertown Area SD,Berks,12278585.53,,193145.85,12085439.68,125706.21,,67439.64,,,,10046352.56,,2039087.12,,,,,,0.0,,,,,,,,
114060853.0,Brandywine Heights Area SD,Berks,2217481.4000000004,,51466.990000000005,2166014.41,33104.5,,18362.49,,,,1911430.83,,254583.58,,,,,,0.0,,,,,,,,
114061103.0,Conrad Weiser Area SD,Berks,3478871.28,,59490.8,3419380.48,59490.8,,,,,,2889640.25,,529740.23,,,,,,0.0,,,,,,,,
114061503.0,Daniel Boone Area SD,Berks,4373733.96,,63898.2,4309835.76,63898.2,,,,,,3723311.32,,586524.44,,,,,,0.0,,,,,,,,
114062003.0,Exeter Township SD,Berks,6910852.4399999995,,145628.31,6765224.13,62552.4,,83075.91,,,,4725572.68,,1214607.84,,,,825043.61,,0.0,,,,,,,,
114062503.0,Fleetwood Area SD,Berks,3182912.5,,56648.05,3126264.45,,,56648.05,,,,2631804.85,,466628.36,27831.24,,,,,0.0,,,,,,,,
114063003.0,Governor Mifflin SD,Berks,6454486.52,,205653.84999999998,6248832.67,88403.9,65729.7,51520.25,,,,5165555.1,,1083277.57,,,,,,0.0,,,,,,,,
114063503.0,Hamburg Area SD,Berks,3114911.33,,0.0,3114911.33,,,,,,,2515141.58,,599769.75,,,,,,0.0,,,,,,,,
114064003.0,Kutztown Area SD,Berks,2582918.63,,68243.88,2514674.75,33389.5,,34854.38,,,,1940036.57,,555510.35,19127.83,,,,,0.0,,,,,,,,
114065503.0,Muhlenberg SD,Berks,6242716.670000001,,89614.87,6153101.800000001,,,89614.87,,,,3484223.72,,1479142.25,,,,1189735.83,,0.0,,,,,,,,
114066503.0,Oley Valley SD,Berks,2589725.4200000004,,42902.7,2546822.72,42902.7,,,,,,2142864.79,,403957.93,,,,,,0.0,,,,,,,,
114067002.0,Reading SD,Berks,21522830.87,12494729.74,1451746.59,7576354.54,,,117668.09,1334078.5,,,6247364.87,,1328989.67,,,,,,0.0,,,,,,,,
114067503.0,Schuylkill Valley SD,Berks,2922582.63,,0.0,2922582.63,,,,,,,2427576.5,,495006.13,,,,,,0.0,,,,,,,,
114068003.0,Tulpehocken Area SD,Berks,2566689.98,,35300.65,2531389.33,35300.65,,,,,,1830944.26,,700445.07,,,,,,0.0,,,,,,,,
114068103.0,Twin Valley SD,Berks,5034139.31,,0.0,5034139.31,,,,,,,4195500.51,,838638.8,,,,,,0.0,,,,,,,,
114069103.0,Wilson SD,Berks,12493117.34,,241629.21000000002,12251488.129999999,122672.75,,118956.46,,,,7135775.83,,1862826.86,,3252885.44,,,,0.0,,,,,,,,
114069353.0,Wyomissing Area SD,Berks,4199814.49,,89827.79000000001,4109986.7,29085.88,,60741.91,,,,2948365.61,,586294.68,,575326.41,,,,0.0,,,,,,,,
108070502.0,Altoona Area SD,Blair,9951500.07,,336951.24,9614548.83,109034.54,88261.94,139654.76,,,,5532256.35,,803900.88,34760.53,2136981.54,,1106649.53,,0.0,,,,,,,,
108071003.0,Bellwood-Antis SD,Blair,1030252.7,,53543.04,976709.6599999999,14408.7,21783.3,16721.04,,630.0,,834822.82,,141886.84,,,,,,0.0,,,,,,,,
108071504.0,Claysburg-Kimmel SD,Blair,655702.25,,31972.91,623729.34,14243.7,,17729.21,,,,543761.25,,79968.09,,,,,,0.0,,,,,,,,
108073503.0,Hollidaysburg Area SD,Blair,4418906.69,,203093.44,4215813.25,93313.63,109779.81,,,,,3713957.77,,501855.48,,,,,,0.0,,,,,,,,
108077503.0,Spring Cove SD,Blair,1477157.15,,97148.01999999999,1380009.13,24425.23,32134.0,40588.79,,,,1380009.13,,,,,,,,0.0,,,,,,,,
108078003.0,Tyrone Area SD,Blair,1731871.0,,0.0,1731871.0,,,,,,,1731871.0,,,,,,,,0.0,,,,,,,,
108079004.0,Williamsburg Community SD,Blair,421293.01,,12905.38,408387.63,7481.9,,5423.48,,,,366246.95,,42140.68,,,,,,0.0,,,,,,,,
117080503.0,Athens Area SD,Bradford,3232878.0,,0.0,3232878.0,,,,,,,2927071.0,,305807.0,,,,,,0.0,,,,,,,,
117081003.0,Canton Area SD,Bradford,687151.0700000001,,10759.04,676392.03,10759.04,,,,,,532992.99,22435.1,120963.94,,,,,,0.0,,,,,,,,
117083004.0,Northeast Bradford SD,Bradford,816501.75,,12516.16,803985.59,12516.16,,,,,,466664.89,241487.97,95832.73,,,,,,0.0,,,,,,,,
117086003.0,Sayre Area SD,Bradford,1585810.13,,0.0,1585810.13,,,,,,,1466654.67,,119155.46,,,,,,0.0,,,,,,,,
117086503.0,Towanda Area SD,Bradford,1751219.21,,0.0,1751219.21,,,,,,,1567896.29,,183322.92,,,,,,0.0,,,,,,,,
117086653.0,Troy Area SD,Bradford,1368038.9,,25781.0,1342257.9,25781.0,,,,,,846800.0,370765.0,124692.9,,,,,,0.0,,,,,,,,
117089003.0,Wyalusing Area SD,Bradford,1866030.43,,18025.93,1848004.5,18025.93,,,,,,1712284.19,,135720.31,,,,,,0.0,,,,,,,,
122091002.0,Bensalem Township SD,Bucks,8405960.83,,189727.96000000002,8216232.87,,,182164.23,,7563.73,,,,2506243.16,,5709989.71,,,,0.0,,,,,,,,
122091303.0,Bristol Borough SD,Bucks,423101.93,,15747.61,407354.32,,,15747.61,,,,,,407354.32,,,,,,0.0,,,,,,,,
122091352.0,Bristol Township SD,Bucks,3167610.92,,194278.66999999998,2973332.25,101212.11,,93066.56,,,,,,2500367.01,,,,472965.24,,0.0,,,,,,,,
122092002.0,Centennial SD,Bucks,11984552.379999999,,113789.66,11870762.719999999,,,113789.66,,,,6927794.29,,2395603.39,,1360430.69,,1186934.35,,0.0,,,,,,,,
122092102.0,Central Bucks SD,Bucks,38941800.83,,0.0,38941800.83,,,,,,,30644182.45,,8297618.38,,,,,,0.0,,,,,,,,
122092353.0,Council Rock SD,Bucks,31459144.200000003,,134983.07,31324161.130000003,,,134983.07,,,,22461122.01,4405544.82,4457494.3,,,,,,0.0,,,,,,,,
122097203.0,Morrisville Borough SD,Bucks,302653.0,,0.0,302653.0,,,,,,,,,302653.0,,,,,,0.0,,,,,,,,
122097502.0,Neshaminy SD,Bucks,7761723.889999999,,358126.67,7403597.219999999,189122.99,,169003.68,,,,,,4231108.85,665584.02,1168621.6,1338282.75,,,0.0,,,,,,,,
122097604.0,New Hope-Solebury SD,Bucks,7057521.51,,0.0,7057521.51,,,,,,,5606335.12,,1451186.39,,,,,,0.0,,,,,,,,
122098003.0,Palisades SD,Bucks,3841254.5100000002,,0.0,3841254.5100000002,,,,,,,3012303.16,,828951.35,,,,,,0.0,,,,,,,,
122098103.0,Pennridge SD,Bucks,22941530.389999997,,89275.81,22852254.58,,,89275.81,,,,20352911.45,,2499343.13,,,,,,0.0,,,,,,,,
122098202.0,Pennsbury SD,Bucks,5035792.96,,0.0,5035792.96,,,,,,,,,5035792.96,,,,,,0.0,,,,,,,,
122098403.0,Quakertown Community SD,Bucks,14494546.770000001,,0.0,14494546.770000001,,,,,,,12428372.05,,2066174.72,,,,,,0.0,,,,,,,,
104101252.0,Butler Area SD,Butler,7820325.0,,258364.0,7561961.0,140553.0,,117811.0,,,,6463040.0,,1098921.0,,,,,,0.0,,,,,,,,
104103603.0,Karns City Area SD,Butler,1313385.0,,34516.0,1278869.0,22889.0,,11627.0,,,,1065911.0,,212958.0,,,,,,0.0,,,,,,,,
104107803.0,Knoch SD,Butler,3205539.6,,91441.79999999999,3114097.8000000003,54293.1,,37148.7,,,,2600879.74,,513218.06,,,,,,0.0,,,,,,,,
104105003.0,Mars Area SD,Butler,8503616.11,,72970.69,8430645.42,,,72970.69,,,,6547568.48,,1883076.94,,,,,,0.0,,,,,,,,
104105353.0,Moniteau SD,Butler,1274487.2599999998,,42171.13,1232316.13,26193.5,,15977.63,,,,1085460.45,,146855.68,,,,,,0.0,,,,,,,,
104107903.0,Seneca Valley SD,Butler,16587299.99,,197785.08,16389514.91,,,,,,197785.08,12729671.8,,3659843.11,,,,,,0.0,,,,,,,,
104107503.0,Slippery Rock Area SD,Butler,2597450.0,,43233.0,2554217.0,43233.0,,,,,,2088023.0,,466194.0,,,,,,0.0,,,,,,,,
108110603.0,Blacklick Valley SD,Cambria,515351.27999999997,,19918.95,495432.32999999996,9192.25,,10726.7,,,,460324.85,,35107.48,,,,,,0.0,,,,,,,,
108111203.0,Cambria Heights SD,Cambria,1146970.16,,26471.65,1120498.51,26471.65,,,,,,1040994.24,,79504.27,,,,,,0.0,,,,,,,,
108111303.0,Central Cambria SD,Cambria,0.0,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,
108111403.0,Conemaugh Valley SD,Cambria,653269.08,,4151.32,649117.76,,,4151.32,,,,599777.72,,49340.04,,,,,,0.0,,,,,,,,
108112003.0,Ferndale Area SD,Cambria,446220.18000000005,,10681.39,435538.79000000004,10681.39,,,,,,398034.46,,37504.33,,,,,,0.0,,,,,,,,
108112203.0,Forest Hills SD,Cambria,1571855.2299999997,,35802.7,1536052.5299999998,17939.8,17862.9,,,,,1435436.4,,100616.13,,,,,,0.0,,,,,,,,
108112502.0,Greater Johnstown SD,Cambria,3219702.21,,802826.26,2416875.95,33881.59,30563.9,54999.88,683380.89,,,1519126.57,,195389.14,,,,702360.24,,0.0,,,,,,,,
108114503.0,Northern Cambria SD,Cambria,808991.8400000001,,25045.81,783946.03,18064.4,,6981.41,,,,731451.59,,52494.44,,,,,,0.0,,,,,,,,
108116003.0,Penn Cambria SD,Cambria,1624930.45,,67736.06,1557194.39,33069.3,21834.85,12831.91,,,,1419550.24,,137644.15,,,,,,0.0,,,,,,,,
108116303.0,Portage Area SD,Cambria,677521.2999999999,,25224.97,652296.33,8859.2,9096.44,7269.33,,,,596912.07,,55384.26,,,,,,0.0,,,,,,,,
108116503.0,Richland SD,Cambria,2657075.8600000003,,84773.98000000001,2572301.8800000004,21365.9,,63408.08,,,,1760135.1,,317180.07,,,,494986.71,,0.0,,,,,,,,
108118503.0,Westmont Hilltop SD,Cambria,1613438.97,,28078.6,1585360.3699999999,28078.6,,,,,,1339993.43,,245366.94,,,,,,0.0,,,,,,,,
109122703.0,Cameron County SD,Cameron,456231.0,,10005.0,446226.0,10005.0,,,,,,346242.0,,99984.0,,,,,,0.0,,,,,,,,
121135003.0,Jim Thorpe Area SD,Carbon,2925848.5000000005,,67773.22,2858075.2800000003,28533.3,,38771.92,,468.0,,1719664.97,,1044123.63,94286.68,,,,,0.0,,,,,,,,
121135503.0,Lehighton Area SD,Carbon,3347588.38,,46855.5,3300732.88,46855.5,,,,,,2049480.7,796420.85,454831.33,,,,,,0.0,,,,,,,,
121136503.0,Palmerton Area SD,Carbon,2398540.22,,54743.85,2343796.37,35548.1,,19195.75,,,,1871504.85,,472291.52,,,,,,0.0,,,,,,,,
121136603.0,Panther Valley SD,Carbon,1691932.42,,34415.67,1657516.75,22750.46,,11665.21,,,,1064397.54,350535.0,242584.21,,,,,,0.0,,,,,,,,
121139004.0,Weatherly Area SD,Carbon,1202863.09,,12239.8,1190623.29,12239.8,,,,,,536819.4,,619338.18,34465.71,,,,,0.0,,,,,,,,
110141003.0,Bald Eagle Area SD,Centre,5951655.08,2755611.38,59885.64,3136158.06,36320.9,,23564.74,,,,2893448.43,,242709.63,,,,,,0.0,,,,,,,,
110141103.0,Bellefonte Area SD,Centre,7692608.359999999,,66155.13,7626453.2299999995,,,66155.13,,,,6846085.52,,780367.71,,,,,,0.0,,,,,,,,
110147003.0,Penns Valley Area SD,Centre,4172524.25,,0.0,4172524.25,,,,,,,3882234.71,,290289.54,,,,,,0.0,,,,,,,,
110148002.0,State College Area SD,Centre,24101654.959999997,,383995.74,23717659.22,,,383995.74,,,,20484198.79,,3233460.43,,,,,,0.0,,,,,,,,
124150503.0,Avon Grove SD,Chester,1441563.35,,0.0,1441563.35,,,,,,,,,1441563.35,,,,,,0.0,,,,,,,,
124151902.0,Coatesville Area SD,Chester,12999785.83,,82244.92,12917540.91,,,82244.92,,,,10155173.92,,2762366.99,,,,,,0.0,,,,,,,,
124152003.0,Downingtown Area SD,Chester,26530996.229999997,,233578.06,26297418.169999998,,,233578.06,,,,21276193.31,,5021224.86,,,,,,0.0,,,,,,,,
124153503.0,Great Valley SD,Chester,5142573.81,,0.0,5142573.81,,,,,,,,,5142573.81,,,,,,0.0,,,,,,,,
124154003.0,Kennett Consolidated SD,Chester,7545849.72,,0.0,7545849.72,,,,,,,5713017.83,,1832831.89,,,,,,0.0,,,,,,,,
124156503.0,Octorara Area SD,Chester,3439917.46,,0.0,3439917.46,,,,,,,2850698.73,,589218.73,,,,,,0.0,,,,,,,,
124156603.0,Owen J Roberts SD,Chester,10925689.79,,0.0,10925689.79,,,,,,,8653119.45,,2043516.4,,,,229053.94,,0.0,,,,,,,,
124156703.0,Oxford Area SD,Chester,4080680.9899999998,,0.0,4080680.9899999998,,,,,,,3132685.4,,947995.59,,,,,,0.0,,,,,,,,
124157203.0,Phoenixville Area SD,Chester,12867152.629999999,,166771.25,12700381.379999999,166771.25,,,,,,8619989.92,1666229.01,2414162.45,,,,,,0.0,,,,,,,,
124157802.0,Tredyffrin-Easttown SD,Chester,4389682.46,,0.0,4389682.46,,,,,,,,,4389682.46,,,,,,0.0,,,,,,,,
124158503.0,Unionville-Chadds Ford SD,Chester,2532002.53,,0.0,2532002.53,,,,,,,,,2532002.53,,,,,,0.0,,,,,,,,
124159002.0,West Chester Area SD,Chester,35622969.28,,0.0,35622969.28,,,,,,,26695069.69,,8927899.59,,,,,,0.0,,,,,,,,
106160303.0,Allegheny-Clarion Valley SD,Clarion,700620.3200000001,,14102.0,686518.3200000001,14102.0,,,,,,574224.68,,112293.64,,,,,,0.0,,,,,,,,
106161203.0,Clarion Area SD,Clarion,1089249.42,,47600.399999999994,1041649.02,13053.2,,34547.2,,,,731192.34,119070.5,191386.18,,,,,,0.0,,,,,,,,
106161703.0,Clarion-Limestone Area SD,Clarion,830400.12,,34293.86,796106.26,16018.0,,18275.86,,,,689098.52,,107007.74,,,,,,0.0,,,,,,,,
106166503.0,Keystone SD,Clarion,1090008.75,,17765.9,1072242.85,17765.9,,,,,,790044.31,172468.2,109730.34,,,,,,0.0,,,,,,,,
106167504.0,North Clarion County SD,Clarion,640924.97,,11708.7,629216.27,11708.7,,,,,,482892.83,68168.34,78155.1,,,,,,0.0,,,,,,,,
106168003.0,Redbank Valley SD,Clarion,909350.81,,57832.31,851518.5,34904.11,22928.2,,,,,776251.43,,75267.07,,,,,,0.0,,,,,,,,
106169003.0,Union SD,Clarion,503090.79000000004,,18839.75,484251.04000000004,13300.87,,5538.88,,,,363237.65,81920.78,39092.61,,,,,,0.0,,,,,,,,
110171003.0,Clearfield Area SD,Clearfield,2275263.58,,46700.39,2228563.19,,,46700.39,,,,1820527.33,,408035.86,,,,,,0.0,,,,,,,,
110171803.0,Curwensville Area SD,Clearfield,838718.27,,0.0,838718.27,,,,,,,734724.42,,103993.85,,,,,,0.0,,,,,,,,
106172003.0,DuBois Area SD,Clearfield,4347660.97,,138785.46,4208875.51,63190.6,,75594.86,,,,3499833.61,,709041.9,,,,,,0.0,,,,,,,,
110173003.0,Glendale SD,Clearfield,562146.1000000001,,13032.67,549113.43,8714.1,4318.57,,,,,485013.52,,64099.91,,,,,,0.0,,,,,,,,
110173504.0,Harmony Area SD,Clearfield,231562.48,,9183.16,222379.32,4451.8,,4731.36,,,,197530.28,,24849.04,,,,,,0.0,,,,,,,,
110175003.0,Moshannon Valley SD,Clearfield,739737.6200000001,,13814.8,725922.8200000001,13814.8,,,,,,648679.16,,77243.66,,,,,,0.0,,,,,,,,
110177003.0,Philipsburg-Osceola Area SD,Clearfield,1620915.61,,21687.6,1599228.01,21687.6,,,,,,1424218.58,,175009.43,,,,,,0.0,,,,,,,,
110179003.0,West Branch Area SD,Clearfield,927225.08,,39406.3,887818.7799999999,16692.9,15027.0,7686.4,,,,722915.7,,164903.08,,,,,,0.0,,,,,,,,
110183602.0,Keystone Central SD,Clinton,8691341.469999999,,69408.79,8621932.68,,,69408.79,,,,6974431.96,,676057.47,,,,971443.25,,0.0,,,,,,,,
116191004.0,Benton Area SD,Columbia,1311452.5399999998,,0.0,1311452.5399999998,,,,,,,1181435.64,,130016.9,,,,,,0.0,,,,,,,,
116191103.0,Berwick Area SD,Columbia,2821546.17,,42269.69,2779276.48,,,42269.69,,,,2379507.57,,399768.91,,,,,,0.0,,,,,,,,
116191203.0,Bloomsburg Area SD,Columbia,4133690.05,,48328.27,4085361.78,,,48328.27,,,,3645635.09,,439726.69,,,,,,0.0,,,,,,,,
116191503.0,Central Columbia SD,Columbia,4443858.1899999995,,40248.34,4403609.85,40248.34,,,,,,4065267.73,,338342.12,,,,,,0.0,,,,,,,,
116195004.0,Millville Area SD,Columbia,1548358.8,,0.0,1548358.8,,,,,,,1443349.94,,105008.86,,,,,,0.0,,,,,,,,
116197503.0,Southern Columbia Area SD,Columbia,4391195.62,,0.0,4391195.62,,,,,,,4186882.56,,204313.06,,,,,,0.0,,,,,,,,
105201033.0,Conneaut SD,Crawford,2025654.96,,40170.0,1985484.96,40170.0,,,,,,1587457.31,,398027.65,,,,,,0.0,,,,,,,,
105201352.0,Crawford Central SD,Crawford,2848644.16,,0.0,2848644.16,,,,,,,2779371.42,,69272.74,,,,,,0.0,,,,,,,,
105204703.0,Penncrest SD,Crawford,2718043.06,,69847.35,2648195.71,69847.35,,,,,,2345540.39,,302655.32,,,,,,0.0,,,,,,,,
115210503.0,Big Spring SD,Cumberland,7079019.970000001,,56379.65,7022640.32,,,56379.65,,,,5928470.8,,1094169.52,,,,,,0.0,,,,,,,,
115211003.0,Camp Hill SD,Cumberland,5441897.960000001,,79416.9,5362481.0600000005,33938.9,,45478.0,,,,5083037.4,,279443.66,,,,,,0.0,,,,,,,,
115211103.0,Carlisle Area SD,Cumberland,11754229.079999998,,0.0,11754229.079999998,,,,,,,10611205.62,,1143023.46,,,,,,0.0,,,,,,,,
115211603.0,Cumberland Valley SD,Cumberland,33645746.0,,208212.0,33437534.0,,,208212.0,,,,29094786.0,,4342748.0,,,,,,0.0,,,,,,,,
115212503.0,East Pennsboro Area SD,Cumberland,7820373.88,,55837.17,7764536.71,,,55837.17,,,,7034364.93,,730171.78,,,,,,0.0,,,,,,,,
115216503.0,Mechanicsburg Area SD,Cumberland,14739532.610000001,,70089.44,14669443.170000002,,,70089.44,,,,13150994.88,,1518448.29,,,,,,0.0,,,,,,,,
115218003.0,Shippensburg Area SD,Cumberland,8074067.100000001,,142293.19,7931773.91,59728.5,,82564.69,,,,5747852.81,,2183921.1,,,,,,0.0,,,,,,,,
115218303.0,South Middleton SD,Cumberland,6411191.4,,49864.89,6361326.510000001,,,49864.89,,,,5502084.98,,859241.53,,,,,,0.0,,,,,,,,
115221402.0,Central Dauphin SD,Dauphin,52199092.089999996,48261675.94,0.0,3937416.15,,,,,,,,,3937416.15,,,,,,0.0,,,,,,,,
115221753.0,Derry Township SD,Dauphin,10831770.62,,2049302.08,8782468.54,,1898785.0,150517.08,,,,5957836.23,,1408605.27,1416027.04,,,,,0.0,,,,,,,,
115222504.0,Halifax Area SD,Dauphin,1962475.55,,778527.7,1183947.85,23517.7,755010.0,,,,,999046.6,,184901.25,,,,,,0.0,,,,,,,,
115222752.0,Harrisburg City SD,Dauphin,9390205.459999999,,938838.61,8451366.85,,717843.08,220995.53,,,,4527462.21,,1307897.09,274731.79,,,2341275.76,,0.0,,,,,,,,
