2015	21ST CENTURY CYBER CS	E	Historically Underperforming	33	9.09	66.67	15.15	9.09
2015	21ST CENTURY CYBER CS	M	All Students	126	17.46	48.41	28.57	5.56
2015	21ST CENTURY CYBER CS	M	Historically Underperforming	35	8.57	48.57	34.29	8.57
2015	21ST CENTURY CYBER CS	S	All Students	126	11.11	55.56	26.19	7.14
2015	21ST CENTURY CYBER CS	S	Historically Underperforming	35	8.57	62.86	17.14	11.43
2015	A W BEATTIE CAREER CENTER	E	All Students	7	IS	IS	IS	IS
2015	A W BEATTIE CAREER CENTER	E	Historically Underperforming	4	IS	IS	IS	IS
2015	A W BEATTIE CAREER CENTER	M	All Students	7	IS	IS	IS	IS
2015	A W BEATTIE CAREER CENTER	M	Historically Underperforming	4	IS	IS	IS	IS
2015	A W BEATTIE CAREER CENTER	S	All Students	8	IS	IS	IS	IS
2015	A W BEATTIE CAREER CENTER	S	Historically Underperforming	5	IS	IS	IS	IS
2015	ABINGTON HEIGHTS SD	E	All Students	235	24.68	70.64	4.26	0.43
2015	ABINGTON HEIGHTS SD	E	Historically Underperforming	48	6.25	77.08	14.58	2.08
2015	ABINGTON HEIGHTS SD	M	All Students	234	39.32	47.01	10.68	2.99
2015	ABINGTON HEIGHTS SD	M	Historically Underperforming	47	10.64	55.32	19.15	14.89
2015	ABINGTON HEIGHTS SD	S	All Students	235	48.94	35.74	10.21	5.11
2015	ABINGTON HEIGHTS SD	S	Historically Underperforming	48	22.92	41.67	16.67	18.75
2015	ABINGTON SD	E	All Students	555	17.66	72.79	8.11	1.44
2015	ABINGTON SD	E	Historically Underperforming	179	6.7	70.95	19.55	2.79
2015	ABINGTON SD	M	All Students	556	32.01	53.24	13.31	1.44
2015	ABINGTON SD	M	Historically Underperforming	179	17.88	53.63	25.14	3.35
2015	ABINGTON SD	S	All Students	557	23.16	60.5	11.85	4.49
2015	ABINGTON SD	S	Historically Underperforming	182	11.54	53.3	24.18	10.99
2015	ACADEMY CHARTER SCHOOL	E	All Students	25	0	0	32	68
2015	ACADEMY CHARTER SCHOOL	E	Historically Underperforming	22	0	0	31.82	68.18
2015	ACADEMY CHARTER SCHOOL	M	All Students	25	0	0	24	76
2015	ACADEMY CHARTER SCHOOL	M	Historically Underperforming	22	0	0	27.27	72.73
2015	ACADEMY CHARTER SCHOOL	S	All Students	25	0	0	0	100
2015	ACADEMY CHARTER SCHOOL	S	Historically Underperforming	22	0	0	0	100
2015	ACHIEVEMENT HOUSE CS	E	All Students	119	2.52	28.57	39.5	29.41
2015	ACHIEVEMENT HOUSE CS	E	Historically Underperforming	88	2.27	27.27	36.36	34.09
2015	ACHIEVEMENT HOUSE CS	M	All Students	119	0.84	17.65	38.66	42.86
2015	ACHIEVEMENT HOUSE CS	M	Historically Underperforming	87	1.15	13.79	35.63	49.43
2015	ACHIEVEMENT HOUSE CS	S	All Students	119	2.52	11.76	27.73	57.98
